Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.222
Cabeza puntual retorno,Untitled 000,0.181
Celda #(F1+F2),Untitled 000,0.236
Puntual Noroeste,Untitled 000,0.232
Tubo 3,Untitled 000,0.484
NE Tubo 2,Untitled 000,0.042
NE Tubo 4,Untitled 000,0.043
Especial 1,Untitled 000,0.047
Especial 2,Untitled 000,0.049
Especial 3,Untitled 000,0.039
Especial 4,Untitled 000,0.037
Especial 5,Untitled 000,0.051
Comp. Cola Columna,Untitled 000,0.152
Barren,Untitled 000,0.128
Barren Patios,Untitled 000,0.128
NE Tubo 1,Untitled 000,0.018
NE Tubo 5,Untitled 000,0.02
NE Tubo 6,Untitled 000,0.019
NE Tubo 7,Untitled 000,0.112
Celda # 11-A,Untitled 000,0.028
Celda # 11-B,Untitled 000,0.026
Celda # 11-C,Untitled 000,0.022
Celda # 6-F2,Untitled 000,0.132
Celda #5-9,Untitled 000,0.179
