Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.481
Comp. Cola Columna,Untitled 000,0.602
Barren,Untitled 000,0.642
Cabeza puntual retorno,Untitled 000,1.45
Celda # 11-A,Untitled 000,2.864
Celda # 11-B,Untitled 000,0.709
Celda # 11-C,Untitled 000,0.174
Celda # 6-F2,Untitled 000,0.087
Celda #5-9,Untitled 000,0.377
Celda #(F1+F2),Untitled 000,1.421
NE Tubo 1,Untitled 000,0.037
NE Tubo 2,Untitled 000,1.002
NE Tubo 4,Untitled 000,3.005
NE Tubo 5,Untitled 000,2.703
NE Tubo 6,Untitled 000,1.368
NE Tubo 7,Untitled 000,1.494
Puntual Noroeste,Untitled 000,0.817
Barren Patios,Untitled 000,0.585
Tubo 3,Untitled 000,0.433
Especial 1,Untitled 000,0.234
Especial 2,Untitled 000,0.094
Especial 3,Untitled 000,0.109
Especial 4,Untitled 000,0.143
Especial 5,Untitled 000,0.512
Especial 6,Untitled 000,0.623
