Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.095
Cabeza puntual retorno,Au 242.80,0.092
Celda #(F1+F2),Au 242.80,0.119
NE Tubo 6,Au 242.80,0.273
Puntual Noroeste,Au 242.80,0.118
Tubo 3,Au 242.80,0.113
Especial 1,Au 242.80,0.059
Especial 2,Au 242.80,0.087
Especial 3,Au 242.80,0.023
Especial 4,Au 242.80,0.024
Especial 5,Au 242.80,0.085
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.004
Celda # 11-A,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.016
Celda # 6-F2,Au 242.80,0.042
Celda #5-9,Au 242.80,0.047
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.095
NE Tubo 4,Au 242.80,0.027
NE Tubo 5,Au 242.80,0.016
NE Tubo 7,Au 242.80,0.056
Barren Patios,Au 242.80,0.008
