"Analista",""
"Fecha de inicio","24/11/2025 08:46 p. m.  GMT: 25/11/2025 03:46 a. m."
"Hoja de trabajo","LC005860_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"24/11/2025","09:04:28 p. m.","PATRON",0.8867,"","mg/L",0.2
"24/11/2025","09:04:38 p. m.","BLANCO",-0.0014,"","mg/L",">100"
"24/11/2025","09:04:48 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"24/11/2025","09:04:58 p. m.","LC005860-001",0.2204,"","mg/L",0.3
"24/11/2025","09:05:08 p. m.","LC005860-002",0.4388,"","mg/L",0.4
"24/11/2025","09:05:16 p. m.","LC005860-003",0.4600,"","mg/L",0.3
"24/11/2025","09:05:28 p. m.","LC005860-004",0.4187,"","mg/L",0.9
"24/11/2025","09:05:38 p. m.","LC005860-005",0.0144,"","mg/L",12.9
"24/11/2025","09:05:48 p. m.","LC005860-006",0.3054,"","mg/L",0.6
"24/11/2025","09:05:58 p. m.","PATRON",0.8951,"","mg/L",0.4
"24/11/2025","09:06:08 p. m.","LC005860-007",0.3657,"","mg/L",0.4
"24/11/2025","09:06:18 p. m.","LC005860-008",0.6543,"","mg/L",0.5
"24/11/2025","09:06:26 p. m.","LC005860-009",0.1253,"","mg/L",1.1
"24/11/2025","09:06:36 p. m.","LC005860-010",0.0000,"","mg/L",">100"
"24/11/2025","09:06:46 p. m.","LC005860-011",1.0470,"","mg/L",0.7
"24/11/2025","09:06:46 p. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

