Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.129
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.007
Cabeza puntual retorno,Au 242.80,0.132
Celda # 11-A,Au 242.80,0.036
Celda # 11-B,Au 242.80,0.021
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.02
Celda #(F1+F2),Au 242.80,0.126
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.118
NE Tubo 4,Au 242.80,0.087
NE Tubo 5,Au 242.80,0.054
NE Tubo 6,Au 242.80,0.063
NE Tubo 7,Au 242.80,0.135
Puntual Noroeste,Au 242.80,0.141
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.209
Especial 1,Au 242.80,0.112
Especial 2,Au 242.80,0.038
Especial 3,Au 242.80,0.141
Especial 4,Au 242.80,0.121
Especial 5,Au 242.80,0.026
Especial 6,Au 242.80,0.012
