Analyst,,,,,,
Date Started,9/23/2025 3:30 AM  GMT: 9/23/2025 10:30 AM,,,,,
Worksheet,LC005417_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/23/2025,3:48:10 AM,PATRON,0.9024,,mg/L,0.8
9/23/2025,3:48:40 AM,BLANCO,0.0061,,mg/L,45.8
9/23/2025,3:48:48 AM,REAGENT BLANK,0,,mg/L,>100
9/23/2025,3:49:04 AM,LC005417-001,0.1165,,mg/L,0.5
9/23/2025,3:49:16 AM,LC005417-002,0.1544,,mg/L,0.4
9/23/2025,3:49:30 AM,LC005417-003,0.1719,,mg/L,1.4
9/23/2025,3:49:42 AM,LC005417-004,0.0083,,mg/L,20.3
9/23/2025,3:49:56 AM,LC005417-005,0.04,,mg/L,3
9/23/2025,3:50:08 AM,LC005417-006,0.1278,,mg/L,0.9
9/23/2025,3:50:22 AM,PATRON,0.8997,,mg/L,1
9/23/2025,3:50:38 AM,LC005417-007,0.2472,,mg/L,1
9/23/2025,3:50:52 AM,LC005417-008,0.1025,,mg/L,1.6
9/23/2025,3:51:04 AM,LC005417-009,0.2692,,mg/L,0.3
9/23/2025,3:51:18 AM,LC005417-010,0.1413,,mg/L,0.7
9/23/2025,3:51:30 AM,LC005417-011,0.1476,,mg/L,0.4
9/23/2025,3:51:42 AM,LC005417-012,0.0102,,mg/L,2.8
9/23/2025,3:51:56 AM,PATRON,0.9093,,mg/L,0.8
9/23/2025,3:52:08 AM,LC005417-013,0.0843,,mg/L,1.4
9/23/2025,3:52:22 AM,LC005417-014,0.1623,,mg/L,1.6
9/23/2025,3:52:34 AM,LC005417-015,0.4297,,mg/L,0.6
9/23/2025,3:52:46 AM,PATRON,0.9055,,mg/L,0.5
9/23/2025,3:52:58 AM,BLANCO,0.0167,,mg/L,25
9/23/2025,3:53:06 AM,REAGENT BLANK,0,,mg/L,8.7
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
