Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.305
Comp. Cola Columna,Untitled 000,0.784
Barren,Untitled 000,0.742
Cabeza puntual retorno,Untitled 000,1.411
Celda # 11-A,Untitled 000,7.875
Celda # 11-B,Untitled 000,0.192
Celda # 11-C,Untitled 000,0.137
Celda # 6-F2,Untitled 000,0.067
Celda #5-9,Untitled 000,0.028
Celda #(F1+F2),Untitled 000,1.005
NE Tubo 1,Untitled 000,0.044
NE Tubo 2,Untitled 000,0.554
NE Tubo 4,Untitled 000,0.435
NE Tubo 5,Untitled 000,0.36
NE Tubo 6,Untitled 000,0.468
NE Tubo 7,Untitled 000,0.273
Puntual Noroeste,Untitled 000,0.878
Barren Patios,Untitled 000,0.58
Tubo 3,Untitled 000,2.362
Especial 1,Untitled 000,0.06
Especial 2,Untitled 000,3.925
Especial 3,Untitled 000,3.812
Especial 4,Untitled 000,3.248
Especial 5,Untitled 000,0.088
Especial 6,Untitled 000,0.025
