Analyst,,,,,,
Date Started,8/3/2025 3:48 AM  GMT: 8/3/2025 10:48 AM,,,,,
Worksheet,LC005089_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/3/2025,4:00:00 AM,PATRON,0.9076,,mg/L,1.7
8/3/2025,4:00:42 AM,LC005089-001,0.1471,,mg/L,2.3
8/3/2025,4:00:54 AM,LC005089-002,-0.0019,,mg/L,>100
8/3/2025,4:01:08 AM,LC005089-003,0.0555,,mg/L,1.7
8/3/2025,4:01:22 AM,LC005089-004,0.0685,,mg/L,0.4
8/3/2025,4:01:36 AM,LC005089-005,0.0216,,mg/L,19.7
8/3/2025,4:01:50 AM,LC005089-006,0.1875,,mg/L,0.6
8/3/2025,4:02:06 AM,PATRON,0.9096,,mg/L,2
8/3/2025,4:02:22 AM,LC005089-007,0.0398,,mg/L,0.3
8/3/2025,4:02:38 AM,LC005089-008,0.3627,,mg/L,1.3
8/3/2025,4:02:52 AM,LC005089-009,0.1942,,mg/L,1.5
8/3/2025,4:03:08 AM,LC005089-010,0.0611,,mg/L,8
8/3/2025,4:03:24 AM,LC005089-011,0.0144,,mg/L,23
8/3/2025,4:03:38 AM,LC005089-012,0.0941,,mg/L,1.3
8/3/2025,4:04:26 AM,PATRON,0.8939,,mg/L,1.2
8/3/2025,4:04:40 AM,LC005089-013,0.0744,,mg/L,4
8/3/2025,4:04:54 AM,LC005089-014,0.1131,,mg/L,1.4
8/3/2025,4:05:08 AM,LC005089-015,0.0405,,mg/L,15.7
8/3/2025,4:05:22 AM,LC005089-016,0.0088,,mg/L,4.4
8/3/2025,4:05:36 AM,LC005089-017,0.0271,,mg/L,11.7
8/3/2025,4:05:52 AM,LC005089-018,0.2592,,mg/L,0.3
8/3/2025,4:06:08 AM,PATRON,0.9069,,mg/L,0.1
8/3/2025,4:06:26 AM,LC005089-019,0.2907,,mg/L,0.2
8/3/2025,4:06:40 AM,LC005089-020,0.6532,,mg/L,0.1
8/3/2025,4:06:56 AM,LC005089-021,0.065,,mg/L,5.3
8/3/2025,4:07:10 AM,LC005089-022,0.0664,,mg/L,7.4
8/3/2025,4:07:24 AM,LC005089-023,0.087,,mg/L,3.9
8/3/2025,4:07:38 AM,LC005089-024,0.1232,,mg/L,1.5
8/3/2025,4:07:54 AM,PATRON,0.8832,,mg/L,5.1
8/3/2025,4:08:06 AM,PATRON,0.9138,,mg/L,2.7
8/3/2025,4:09:20 AM,BLANCO,-0.0016,,mg/L,>100
8/3/2025,4:09:30 AM,REAGENT BLANK,0,,mg/L,3.6
8/3/2025,4:09:40 AM,BLANCO,-0.0008,,mg/L,>100
8/3/2025,4:09:50 AM,REAGENT BLANK,0,,mg/L,3.5
8/3/2025,4:09:50 AM,1,,,mg/L,
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
