"Analista",""
"Fecha de inicio","28/11/2025 04:11 a. m.  GMT: 28/11/2025 11:11 a. m."
"Hoja de trabajo","EXP000155_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"28/11/2025","04:26:54 a. m.","PATRON",0.9484,"","mg/L",1.5
"28/11/2025","04:27:04 a. m.","BLANCO",0.0001,"","mg/L",">100"
"28/11/2025","04:27:14 a. m.","REAGENT BLANK",0.0000,"","mg/L",32.9
"28/11/2025","04:27:26 a. m.","EXP000155-001",0.4304,"","mg/L",1.3
"28/11/2025","04:27:36 a. m.","EXP000155-002",0.2031,"","mg/L",1.4
"28/11/2025","04:27:46 a. m.","EXP000155-003",1.0483,"","mg/L",1.3
"28/11/2025","04:27:52 a. m.","EXP000155-004","OVER","R","mg/L",0.0
"28/11/2025","04:28:02 a. m.","EXP000155-005",0.0809,"","mg/L",30.4
"28/11/2025","04:28:14 a. m.","EXP000155-006",0.0048,"","mg/L",31.6
"28/11/2025","04:28:26 a. m.","PATRON",0.9436,"","mg/L",0.3
"28/11/2025","04:28:40 a. m.","EXP000155-007",0.1655,"","mg/L",1.4
"28/11/2025","04:28:50 a. m.","EXP000155-008",0.1798,"","mg/L",0.8
"28/11/2025","04:29:00 a. m.","EXP000155-009",0.2382,"","mg/L",1.2
"28/11/2025","04:29:10 a. m.","EXP000155-010",0.3809,"","mg/L",0.3
"28/11/2025","04:29:20 a. m.","EXP000155-011",0.1625,"","mg/L",3.8
"28/11/2025","04:29:28 a. m.","EXP000155-012",0.3395,"","mg/L",0.9
"28/11/2025","04:29:40 a. m.","PATRON",0.9416,"","mg/L",0.7
"28/11/2025","04:29:50 a. m.","EXP000155-013",0.1877,"","mg/L",1.0
"28/11/2025","04:30:00 a. m.","EXP000155-014",0.1711,"","mg/L",0.7
"28/11/2025","04:30:10 a. m.","EXP000155-015",0.0705,"","mg/L",1.8
"28/11/2025","04:30:20 a. m.","EXP000155-016",-0.0003,"","mg/L",">100"
"28/11/2025","04:30:30 a. m.","EXP000155-017",0.1290,"","mg/L",0.9
"28/11/2025","04:30:38 a. m.","EXP000155-018",1.0877,"","mg/L",1.5
"28/11/2025","04:30:38 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"


"28/11/2025","04:32:50 a. m.","EXP000155-004",3.4567,"","mg/L",1.0
"28/11/2025","04:32:50 a. m.","EXP000155-005","","","mg/L",""
