Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.816
Comp. Cola Columna,Untitled 000,0.667
Barren,Untitled 000,0.697
Cabeza puntual retorno,Untitled 000,0.802
Celda # 11-A,Untitled 000,0.94
Celda # 11-B,Untitled 000,0.064
Celda # 11-C,Untitled 000,0.038
Celda # 6-F2,Untitled 000,0.09
Celda #5-9,Untitled 000,0.024
Celda #(F1+F2),Untitled 000,0.727
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.38
NE Tubo 4,Untitled 000,0.186
NE Tubo 5,Untitled 000,0.201
NE Tubo 6,Untitled 000,0.291
NE Tubo 7,Untitled 000,0.39
Puntual Noroeste,Untitled 000,0.799
Barren Patios,Untitled 000,0.626
Tubo 3,Untitled 000,1.981
Especial 1,Untitled 000,0.08
Especial 2,Untitled 000,0.065
Especial 3,Untitled 000,1.588
Especial 4,Untitled 000,1.522
Especial 5,Untitled 000,0.055
