Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.045
Comp. Cola Columna,Untitled 000,0.681
Barren,Untitled 000,0.702
Cabeza puntual retorno,Untitled 000,1.074
Celda # 11-A,Untitled 000,0.696
Celda # 11-B,Untitled 000,0.244
Celda # 11-C,Untitled 000,0.037
Celda # 6-F2,Untitled 000,4.103
Celda #5-9,Untitled 000,1.699
Celda #(F1+F2),Untitled 000,0.672
NE Tubo 1,Untitled 000,0.045
NE Tubo 2,Untitled 000,0.065
NE Tubo 4,Untitled 000,0.116
NE Tubo 5,Untitled 000,0.051
NE Tubo 6,Untitled 000,0.159
NE Tubo 7,Untitled 000,0.765
Puntual Noroeste,Untitled 000,0.504
Barren Patios,Untitled 000,0.615
Tubo 3,Untitled 000,0.858
Especial 1,Untitled 000,3.443
Especial 2,Untitled 000,0.459
Especial 3,Untitled 000,0.447
Especial 4,Untitled 000,0.661
Especial 5,Untitled 000,1.024
Especial 6,Untitled 000,0.046
