Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.427
Comp. Cola Columna,Untitled 000,0.237
Barren,Untitled 000,0.232
Cabeza puntual retorno,Untitled 000,0.45
Celda # 11-A,Untitled 000,0.868
Celda # 11-B,Untitled 000,0.091
Celda # 11-C,Untitled 000,0.027
Celda #5-9,Untitled 000,0.425
Celda #(F1+F2),Untitled 000,0.416
NE Tubo 1,Untitled 000,0.026
NE Tubo 2,Untitled 000,0.154
NE Tubo 4,Untitled 000,1.173
NE Tubo 5,Untitled 000,0.745
NE Tubo 6,Untitled 000,0.103
NE Tubo 7,Untitled 000,0.074
Puntual Noroeste,Untitled 000,0.477
Barren Patios,Untitled 000,0.231
Tubo 3,Untitled 000,0.395
Especial 1,Untitled 000,0.304
Especial 2,Untitled 000,0.412
Especial 3,Untitled 000,0.106
Especial 4,Untitled 000,0.113
Especial 5,Untitled 000,0.346
