Analista,,,,,,
Fecha de inicio,10/12/2025 09:14 a. m.  GMT: 10/12/2025 04:14 p. m.,,,,,
Hoja de trabajo,EXP000170_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
10/12/2025,09:24:40 a. m.,PATRON,0.9203,,mg/L,1.4
10/12/2025,09:24:54 a. m.,BLANCO,0.0067,,mg/L,56.3
10/12/2025,09:25:04 a. m.,REAGENT BLANK,0,,mg/L,10.5
10/12/2025,09:25:18 a. m.,EXP000170-001,0.2927,,mg/L,0.4
10/12/2025,09:25:32 a. m.,EXP000170-002,0.5706,,mg/L,0.3
10/12/2025,09:25:46 a. m.,EXP000170-003,0.0063,,mg/L,38
10/12/2025,09:26:00 a. m.,EXP000170-004,0.0602,,mg/L,5.7
10/12/2025,09:26:22 a. m.,EXP000170-005,0.1986,,mg/L,2.4
10/12/2025,09:26:38 a. m.,EXP000170-006,0.3825,,mg/L,0.5
10/12/2025,09:26:56 a. m.,PATRON,0.9265,,mg/L,0.3
10/12/2025,09:27:12 a. m.,EXP000170-007,0.344,,mg/L,1.2
10/12/2025,09:27:26 a. m.,EXP000170-008,0.1251,,mg/L,0.6
10/12/2025,09:27:40 a. m.,EXP000170-009,0.1199,,mg/L,0.3
10/12/2025,09:27:58 a. m.,EXP000170-010,0.0067,,mg/L,33.2
10/12/2025,09:28:08 a. m.,EXP000170-011,OVER,R,mg/L,0
10/12/2025,09:28:28 a. m.,EXP000170-012,0.0931,,mg/L,3.6
10/12/2025,09:28:40 a. m.,PATRON,0.9153,,mg/L,1
10/12/2025,09:29:00 a. m.,EXP000170-013,0.4428,,mg/L,0.8
10/12/2025,09:29:16 a. m.,EXP000170-014,0.1285,,mg/L,0.5
10/12/2025,09:29:36 a. m.,EXP000170-015,1.0298,,mg/L,0.6
10/12/2025,09:30:00 a. m.,EXP000170-016,0.2335,,mg/L,0.9
10/12/2025,09:30:12 a. m.,EXP000170-017,1.0752,,mg/L,0.2
10/12/2025,09:30:26 a. m.,EXP000170-018,0.1658,,mg/L,1.5
10/12/2025,09:30:38 a. m.,PATRON,0.9186,,mg/L,0.8
10/12/2025,09:30:52 a. m.,EXP000170-019,0.5117,,mg/L,0.3
10/12/2025,09:31:08 a. m.,EXP000170-020,0.2505,,mg/L,1
10/12/2025,09:31:18 a. m.,EXP000170-021,OVER,R,mg/L,0
10/12/2025,09:31:38 a. m.,EXP000170-022,0.0899,,mg/L,1.5
10/12/2025,09:34:30 a. m.,EXP000170-023,0.123,,mg/L,4
10/12/2025,09:34:42 a. m.,EXP000170-024,0.0029,,mg/L,24.2
10/12/2025,09:34:54 a. m.,PATRON,0.9077,,mg/L,1.1
10/12/2025,09:35:06 a. m.,PATRON,0.9069,,mg/L,0.6
10/12/2025,09:35:20 a. m.,BLANCO,-0.0026,,mg/L,>100
10/12/2025,09:35:36 a. m.,REAGENT BLANK,0,,mg/L,14.7
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
,,,,,,
,,,,,,
10/12/2025,09:37:32 a. m.,EXP000170-011,1.993,,mg/L,0
10/12/2025,09:38:16 a. m.,EXP000170-021,1.7759,,mg/L,0.6
