Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.168
Cabeza puntual retorno,Au 242.80,0.165
Celda #(F1+F2),Au 242.80,0.120
Puntual Noroeste,Au 242.80,0.205
Tubo 3,Au 242.80,0.190
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.015
Celda # 11-A,Au 242.80,0.013
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.004
Celda # 6-F2,Au 242.80,0.088
Celda #5-9,Au 242.80,0.040
NE Tubo 1,Au 242.80,0.119
NE Tubo 2,Au 242.80,0.080
NE Tubo 4,Au 242.80,0.210
NE Tubo 5,Au 242.80,0.053
NE Tubo 6,Au 242.80,0.038
NE Tubo 7,Au 242.80,0.562
Barren Patios,Au 242.80,0.012
Especial 1,Au 242.80,0.089
Especial 2,Au 242.80,0.050
Especial 3,Au 242.80,0.008
Especial 4,Au 242.80,0.011
Especial 5,Au 242.80,0.037
