Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.701
Comp. Cola Columna,Untitled 000,0.545
Barren,Untitled 000,0.580
Cabeza puntual retorno,Untitled 000,0.688
Columna #1,Untitled 000,0.664
Columna #2,Untitled 000,0.655
Columna #3,Untitled 000,0.647
Columna #4,Untitled 000,0.601
Columna #5,Untitled 000,0.539
Celda # 11-A,Untitled 000,0.663
Celda # 11-B,Untitled 000,0.064
Celda # 11-C,Untitled 000,0.029
Celda #5-9,Untitled 000,0.755
Celda #(F1+F2),Untitled 000,0.456
NE Tubo 1,Untitled 000,0.032
NE Tubo 2,Untitled 000,0.123
NE Tubo 4,Untitled 000,0.268
NE Tubo 5,Untitled 000,0.435
NE Tubo 6,Untitled 000,1.495
NE Tubo 7,Untitled 000,1.171
Puntual Noroeste,Untitled 000,0.489
Tubo 3,Untitled 000,0.534
Especial 1,Untitled 000,2.398
Especial 2,Untitled 000,0.320
Especial 3,Untitled 000,0.145
Especial 4,Untitled 000,0.460
Especial 5,Untitled 000,0.625
Especial 6,Untitled 000,0.028
