"Analista",""
"Fecha de inicio","12/01/2026 01:09 a. m.  GMT: 12/01/2026 08:09 a. m."
"Hoja de trabajo","EXP000199_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"12/01/2026","01:11:46 a. m.","PATRON",0.8841,"","mg/L",0.7
"12/01/2026","01:12:02 a. m.","BLANCO",0.0190,"","mg/L",7.0
"12/01/2026","01:12:12 a. m.","REAGENT BLANK",0.0000,"","mg/L",13.0
"12/01/2026","01:12:24 a. m.","EXP000199-001",0.5942,"","mg/L",1.0
"12/01/2026","01:12:36 a. m.","EXP000199-002",0.0745,"","mg/L",4.2
"12/01/2026","01:12:48 a. m.","EXP000199-003",0.0754,"","mg/L",2.7
"12/01/2026","01:12:58 a. m.","EXP000199-004",0.0054,"","mg/L",41.4
"12/01/2026","01:13:08 a. m.","EXP000199-005",1.0165,"","mg/L",0.4
"12/01/2026","01:13:18 a. m.","EXP000199-006",-0.0001,"","mg/L",">100"
"12/01/2026","01:13:32 a. m.","PATRON",0.8903,"","mg/L",0.9
"12/01/2026","01:13:54 a. m.","EXP000199-008",1.2203,"","mg/L",0.9
"12/01/2026","01:14:08 a. m.","EXP000199-009",0.5216,"","mg/L",0.6
"12/01/2026","01:14:18 a. m.","EXP000199-010",0.0972,"","mg/L",2.4
"12/01/2026","01:14:30 a. m.","EXP000199-011",0.1047,"","mg/L",1.4
"12/01/2026","01:14:40 a. m.","EXP000199-012",0.2985,"","mg/L",0.4
"12/01/2026","01:15:10 a. m.","EXP000199-007",1.1967,"","mg/L",0.5
"12/01/2026","01:15:22 a. m.","PATRON",0.8782,"","mg/L",0.9
"12/01/2026","01:15:36 a. m.","EXP000199-013",0.2646,"","mg/L",0.3
"12/01/2026","01:15:46 a. m.","EXP000199-014",1.2513,"","mg/L",0.9
"12/01/2026","01:18:50 a. m.","EXP000199-015",0.4472,"","mg/L",2.2
"12/01/2026","01:18:50 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

