Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.92
Comp. Cola Columna,Untitled 000,0.471
Barren,Untitled 000,0.48
Cabeza puntual retorno,Untitled 000,0.902
Celda # 11-A,Untitled 000,0.412
Celda # 11-B,Untitled 000,0.584
Celda # 11-C,Untitled 000,0.693
Celda # 6-F2,Untitled 000,0.825
Celda #5-9,Untitled 000,1.97
Celda #(F1+F2),Untitled 000,0.865
NE Tubo 1,Untitled 000,0.024
NE Tubo 2,Untitled 000,0.2
NE Tubo 4,Untitled 000,0.501
NE Tubo 5,Untitled 000,0.393
NE Tubo 6,Untitled 000,0.954
NE Tubo 7,Untitled 000,2.587
Puntual Noroeste,Untitled 000,0.955
Barren Patios,Untitled 000,0.558
Tubo 3,Untitled 000,0.694
Especial 1,Untitled 000,0.509
Especial 2,Untitled 000,0.145
Especial 3,Untitled 000,0.045
Especial 4,Untitled 000,0.034
Especial 5,Untitled 000,0.054
