Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.756
Cabeza puntual retorno,Untitled 000,0.755
Celda #(F1+F2),Untitled 000,0.800
Puntual Noroeste,Untitled 000,0.883
Tubo 3,Untitled 000,1.373
Comp. Cola Columna,Untitled 000,0.533
Barren,Untitled 000,0.496
Celda # 11-A,Untitled 000,0.038
Celda # 11-B,Untitled 000,0.033
Celda # 11-C,Untitled 000,1.003
Celda #5-9,Untitled 000,0.953
NE Tubo 1,Untitled 000,0.229
NE Tubo 2,Untitled 000,0.161
NE Tubo 4,Untitled 000,0.058
NE Tubo 5,Untitled 000,0.059
NE Tubo 6,Untitled 000,0.022
NE Tubo 7,Untitled 000,0.262
Barren Patios,Untitled 000,0.422
Especial 1,Untitled 000,0.249
Especial 2,Untitled 000,0.171
Especial 3,Untitled 000,0.026
Especial 4,Untitled 000,0.022
Especial 5,Untitled 000,0.106
Columna #1,Untitled 000,0.613
Columna #2,Untitled 000,0.565
Columna #3,Untitled 000,0.516
Columna #4,Untitled 000,0.463
Columna #5,Untitled 000,0.406
