Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.139
Cabeza puntual retorno,Au 242.80,0.139
Celda #(F1+F2),Au 242.80,0.143
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.019
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.179
Celda #5-9,Au 242.80,0.11
Especial 1,Au 242.80,0.027
Especial 2,Au 242.80,0.044
Especial 3,Au 242.80,0.009
Especial 4,Au 242.80,0.007
Especial 5,Au 242.80,0.062
Columna #1,Au 242.80,0.099
Columna #2,Au 242.80,0.058
Columna #3,Au 242.80,0.022
Columna #4,Au 242.80,0.007
Columna #5,Au 242.80,0.002
NE Tubo 1,Au 242.80,0.023
NE Tubo 2,Au 242.80,0.05
NE Tubo 4,Au 242.80,0.322
NE Tubo 5,Au 242.80,0.361
NE Tubo 6,Au 242.80,0.351
NE Tubo 7,Au 242.80,0.235
Puntual Noroeste,Au 242.80,0.175
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.079
