Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.648
Comp. Cola Columna,Untitled 000,0.357
Barren,Untitled 000,0.369
Cabeza puntual retorno,Untitled 000,0.625
Celda # 11-A,Untitled 000,5.373
Celda # 11-B,Untitled 000,0.109
Celda # 11-C,Untitled 000,0.028
Celda # 6-F2,Untitled 000,0.021
Celda #5-9,Untitled 000,0.295
Celda #(F1+F2),Untitled 000,0.385
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.194
NE Tubo 4,Untitled 000,0.08
NE Tubo 5,Untitled 000,0.051
NE Tubo 6,Untitled 000,0.024
NE Tubo 7,Untitled 000,0.354
Puntual Noroeste,Untitled 000,0.37
Barren Patios,Untitled 000,0.343
Tubo 3,Untitled 000,0.357
Especial 1,Untitled 000,0.121
Especial 2,Untitled 000,0.072
Especial 3,Untitled 000,4.699
Especial 4,Untitled 000,0.99
Especial 5,Untitled 000,0.097
