Analyst,,,,,,
Date Started,8/29/2025 1:09 AM  GMT: 8/29/2025 8:09 AM,,,,,
Worksheet,LC005243_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/29/2025,1:55:52 AM,PATRON,0.8989,,mg/L,0.5
8/29/2025,1:56:06 AM,BLANCO,-0.0063,,mg/L,52.4
8/29/2025,1:56:18 AM,REAGENT BLANK,0,,mg/L,>100
8/29/2025,1:56:36 AM,LC005243-001,0.2911,,mg/L,0.4
8/29/2025,1:56:50 AM,LC005243-002,0.2859,,mg/L,0.8
8/29/2025,1:57:06 AM,LC005243-003,0.1955,,mg/L,0.7
8/29/2025,1:57:18 AM,LC005243-004,0.0001,,mg/L,>100
8/29/2025,1:57:32 AM,LC005243-005,0.4718,,mg/L,0.6
8/29/2025,1:57:48 AM,LC005243-006,0.2182,,mg/L,0.8
8/29/2025,1:58:02 AM,PATRON,0.9064,,mg/L,0.7
8/29/2025,1:58:18 AM,LC005243-007,0.1785,,mg/L,0.5
8/29/2025,1:58:30 AM,LC005243-008,0.0715,,mg/L,0.8
8/29/2025,1:58:44 AM,LC005243-009,0.1235,,mg/L,0.9
8/29/2025,1:59:00 AM,LC005243-010,0.1295,,mg/L,3.1
8/29/2025,1:59:14 AM,LC005243-011,0.0581,,mg/L,2.1
8/29/2025,1:59:28 AM,LC005243-012,0.0043,,mg/L,37.2
8/29/2025,1:59:42 AM,PATRON,0.9077,,mg/L,0.7
8/29/2025,1:59:56 AM,LC005243-013,0.0046,,mg/L,22.1
8/29/2025,2:00:10 AM,LC005243-014,0.044,,mg/L,0.8
8/29/2025,2:00:24 AM,LC005243-015,0.0811,,mg/L,0.7
8/29/2025,2:00:38 AM,LC005243-016,0.0534,,mg/L,1.4
8/29/2025,2:00:54 AM,LC005243-017,0.0087,,mg/L,20.5
8/29/2025,2:01:10 AM,LC005243-018,1.3922,,mg/L,0.7
8/29/2025,2:01:56 AM,PATRON,0.9126,,mg/L,0.8
8/29/2025,2:02:26 AM,LC005243-020,0.4811,,mg/L,1
8/29/2025,2:02:42 AM,LC005243-021,0.1168,,mg/L,0.9
8/29/2025,2:02:56 AM,LC005243-022,1.0779,,mg/L,0.6
8/29/2025,2:03:08 AM,LC005243-023,0.104,,mg/L,0.2
8/29/2025,2:03:24 AM,PATRON,0.8938,,mg/L,1
8/29/2025,2:03:38 AM,BLANCO,0.0024,,mg/L,>100
8/29/2025,2:03:48 AM,REAGENT BLANK,0,,mg/L,>100
8/29/2025,2:05:12 AM,LC005243-019,1.3914,,mg/L,0.4
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
