"Analista","ALS"
"Fecha de inicio","03:04 a. m. 28/01/2023"
"Hoja de trabajo","Sa000167_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag VHAAAG (Llama)"

"Ag","PATRON",1.0145,"","mg/L",1.2,0.1275,0.0000,0.1277,0.1259,0.1289
"Ag","BLANCO",0.0005,"","mg/L",">100",0.0001,-0.0004,-0.0002,0.0003,0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",54.8,0.0006,-0.0005,0.0009,0.0008,0.0002
"Ag","SA000167-001",32.1980,"","mg/L",0.3,0.1643,0.0031,0.1645,0.1646,0.1637
"Ag","SA000167-002",36.7535,"","mg/L",0.5,0.1848,0.0032,0.1852,0.1837,0.1855
"Ag","SA000167-003",34.1044,"","mg/L",0.3,0.1705,0.0035,0.1699,0.1709,0.1706
"Ag","SA000167-004",33.1440,"","mg/L",0.3,0.1685,0.0037,0.1680,0.1690,0.1685
"Ag","SA000167-005",35.5535,"","mg/L",0.5,0.1797,0.0041,0.1807,0.1795,0.1788
"Ag","PATRON",1.0058,"","mg/L",0.2,0.1264,-0.0002,0.1262,0.1267,0.1264
"Ag","SA000167-006",34.6498,"","mg/L",0.5,0.1743,0.0031,0.1752,0.1741,0.1736
"Ag","SA000167-007",45.0211,"","mg/L",1.0,0.2216,0.0031,0.2196,0.2241,0.2212
"Ag","SA000167-008",48.7697,"","mg/L",0.3,0.2394,0.0029,0.2400,0.2398,0.2385
"Ag","SA000167-009",27.6788,"","mg/L",0.2,0.1422,0.0031,0.1425,0.1421,0.1421
"Ag","SA000167-010",10.6651,"","mg/L",1.5,0.0560,0.0018,0.0569,0.0553,0.0557
"Ag","PATRON",1.0165,"","mg/L",0.6,0.1277,-0.0003,0.1271,0.1274,0.1287
"Ag","BLANCO",0.0007,"","mg/L",">100",0.0001,-0.0011,0.0004,0.0000,-0.0002
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",98.8,0.0003,-0.0002,0.0000,0.0005,0.0005
"Ag","SA000167-011",53.3619,"","mg/L",0.9,0.2580,0.0043,0.2556,0.2603,0.2581
"Ag","SA000167-012",53.9246,"","mg/L",0.8,0.2599,0.0045,0.2618,0.2577,0.2603
"Ag","SA000167-013",40.8727,"","mg/L",0.2,0.2034,0.0032,0.2029,0.2033,0.2038
"Ag","SA000167-014",144.215,"","mg/L",0.8,0.0746,-0.0002,0.0750,0.0749,0.0740
"Ag","SA000167-015",69.9225,"","mg/L",0.3,0.3266,0.0044,0.3257,0.3266,0.3274
"Ag","PATRON",1.0162,"","mg/L",0.4,0.1277,0.0002,0.1281,0.1278,0.1272
"Ag","SA000167-016",61.7508,"","mg/L",0.8,0.3002,0.0039,0.3000,0.3027,0.2979
"Ag","SA000167-017",27.1782,"","mg/L",0.6,0.1376,0.0031,0.1378,0.1384,0.1367
"Ag","SA000167-018",16.7988,"","mg/L",0.4,0.0860,0.0023,0.0857,0.0861,0.0863
"Ag","SA000167-019",35.0435,"","mg/L",0.5,0.1744,0.0030,0.1735,0.1744,0.1754
"Ag","SA000167-020",35.2537,"","mg/L",0.8,0.1772,0.0029,0.1761,0.1787,0.1767
"Ag","PATRON",1.0136,"","mg/L",0.9,0.1274,-0.0002,0.1265,0.1270,0.1287
"Ag","BLANCO",0.0035,"","mg/L",53.3,0.0005,-0.0012,0.0005,0.0002,0.0006
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",26.0,0.0006,-0.0002,0.0004,0.0007,0.0007
"Ag","SA000167-021",50.7669,"","mg/L",0.3,0.2507,0.0029,0.2498,0.2514,0.2510
"Ag","SA000167-022",0.0784,"","mg/L",99.7,0.0004,-0.0012,0.0008,0.0004,0.0000
"Ag","SA000167-023",14.9799,"","mg/L",0.9,0.0780,0.0015,0.0773,0.0788,0.0780
"Ag","SA000167-024",13.8035,"","mg/L",0.3,0.0720,0.0025,0.0721,0.0722,0.0718
"Ag","SA000167-025",15.6796,"","mg/L",0.1,0.0805,0.0022,0.0805,0.0806,0.0805
"Ag","PATRON",1.0186,"","mg/L",0.8,0.1280,0.0000,0.1269,0.1283,0.1288
"Ag","SA000167-026",22.3340,"","mg/L",0.5,0.1141,0.0027,0.1142,0.1135,0.1145
"Ag","SA000167-027",19.7102,"","mg/L",0.3,0.1026,0.0021,0.1029,0.1025,0.1024
"Ag","SA000167-028",21.4430,"","mg/L",0.3,0.1112,0.0021,0.1116,0.1111,0.1110
"Ag","SA000167-029",70.4464,"","mg/L",0.2,0.3376,0.0041,0.3368,0.3380,0.3380
"Ag","SA000167-030",0.2954,"","mg/L",8.5,0.0015,-0.0009,0.0014,0.0016,0.0016
"Ag","PATRON",1.0129,"","mg/L",0.6,0.1273,-0.0001,0.1267,0.1282,0.1270
"Ag","BLANCO",0.0006,"","mg/L",">100",0.0001,-0.0011,0.0001,0.0004,-0.0004
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",13.1,0.0003,-0.0003,0.0003,0.0003,0.0003
"Ag","SA000167-031",200.175,"","mg/L",0.6,0.1037,0.0006,0.1031,0.1044,0.1036
"Ag","SA000167-032",39.3566,"","mg/L",0.5,0.2009,0.0037,0.2021,0.2003,0.2003
"Ag","PATRON",1.0192,"","mg/L",0.6,0.1281,0.0000,0.1287,0.1273,0.1282
"Ag","BLANCO",0.0025,"","mg/L",">100",0.0003,-0.0007,0.0005,-0.0001,0.0005
