Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.637
Comp. Cola Columna,Untitled 000,0.365
Barren,Untitled 000,0.374
Cabeza puntual retorno,Untitled 000,0.589
Celda # 11-A,Untitled 000,0.093
Celda # 11-B,Untitled 000,0.07
Celda # 11-C,Untitled 000,0.039
Celda # 6-F2,Untitled 000,0.041
Celda #5-9,Untitled 000,0.026
Celda #(F1+F2),Untitled 000,0.617
NE Tubo 1,Untitled 000,0.02
NE Tubo 2,Untitled 000,0.307
NE Tubo 4,Untitled 000,0.32
NE Tubo 5,Untitled 000,0.076
NE Tubo 6,Untitled 000,0.258
NE Tubo 7,Untitled 000,0.984
Puntual Noroeste,Untitled 000,0.627
Barren Patios,Untitled 000,0.355
Tubo 3,Untitled 000,1.113
Especial 1,Untitled 000,0.058
Especial 2,Untitled 000,0.067
Especial 3,Untitled 000,0.417
Especial 4,Untitled 000,0.562
Especial 5,Untitled 000,0.066
