Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.02
Comp. Cola Columna,Untitled 000,0.734
Barren,Untitled 000,0.57
Cabeza puntual retorno,Untitled 000,1.02
Celda # 11-A,Untitled 000,0.062
Celda # 11-B,Untitled 000,0.044
Celda # 11-C,Untitled 000,0.087
Celda # 6-F2,Untitled 000,0.32
Celda #5-9,Untitled 000,3.618
Celda #(F1+F2),Untitled 000,0.857
NE Tubo 1,Untitled 000,0.032
NE Tubo 2,Untitled 000,0.372
NE Tubo 4,Untitled 000,1.719
NE Tubo 5,Untitled 000,1.155
NE Tubo 6,Untitled 000,0.407
NE Tubo 7,Untitled 000,0.605
Puntual Noroeste,Untitled 000,0.867
Barren Patios,Untitled 000,0.636
Tubo 3,Untitled 000,0.505
Especial 1,Untitled 000,0.38
Especial 2,Untitled 000,0.387
Especial 3,Untitled 000,0.064
Especial 4,Untitled 000,0.067
Especial 5,Untitled 000,1.415
Especial 6,Untitled 000,0.035
