"Analyst",""
"Date Started","7/16/2025 5:00 AM  GMT: 7/16/2025 12:00 PM"
"Worksheet","LC004963_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"7/16/2025","5:10:28 AM","PATRON",0.8977,"","mg/L",0.5
"7/16/2025","5:10:44 AM","BLANCO",-0.0047,"","mg/L",17.8
"7/16/2025","5:10:54 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"7/16/2025","5:11:16 AM","LC004963-001",0.0290,"","mg/L",1.9
"7/16/2025","5:11:30 AM","LC004963-002",0.0235,"","mg/L",5.7
"7/16/2025","5:11:46 AM","LC004963-003",0.0880,"","mg/L",1.5
"7/16/2025","5:12:04 AM","LC004963-004",0.3870,"","mg/L",0.5
"7/16/2025","5:12:20 AM","LC004963-005",0.1107,"","mg/L",0.5
"7/16/2025","5:13:00 AM","LC004963-006",0.1015,"","mg/L",0.4
"7/16/2025","5:13:16 AM","PATRON",0.8926,"","mg/L",0.9
"7/16/2025","5:13:36 AM","LC004963-007",0.0008,"","mg/L",91.9
"7/16/2025","5:13:50 AM","LC004963-008",0.7501,"","mg/L",0.3
"7/16/2025","5:14:06 AM","LC004963-009",0.0033,"","mg/L",29.4
"7/16/2025","5:14:20 AM","LC004963-010",0.4419,"","mg/L",0.4
"7/16/2025","5:14:50 AM","LC004963-012",0.3276,"","mg/L",0.6
"7/16/2025","5:15:06 AM","PATRON",0.8892,"","mg/L",0.7
"7/16/2025","5:15:24 AM","LC004963-013",0.1332,"","mg/L",0.8
"7/16/2025","5:15:42 AM","LC004963-014",0.1753,"","mg/L",0.1
"7/16/2025","5:15:58 AM","LC004963-015",0.1036,"","mg/L",0.2
"7/16/2025","5:16:12 AM","LC004963-016",0.1671,"","mg/L",1.3
"7/16/2025","5:18:48 AM","PATRON",0.8774,"","mg/L",0.4
"7/16/2025","5:19:04 AM","BLANCO",-0.0007,"","mg/L",">100"
"7/16/2025","5:19:14 AM","REAGENT BLANK",0.0000,"","mg/L",44.5
"7/16/2025","5:19:30 AM","LC004963-011","OVER","R","mg/L",0.0
"7/16/2025","5:19:30 AM","LC004018-019","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"7/16/2025","5:25:40 AM","LC004963-011",4.0941,"","mg/L",0.8
"7/16/2025","5:25:40 AM","LC004018-019","","","mg/L",""
