Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.661
Comp. Cola Columna,Untitled 000,0.426
Barren,Untitled 000,0.46
Cabeza puntual retorno,Untitled 000,0.685
Celda # 11-A,Untitled 000,0.153
Celda # 11-B,Untitled 000,0.088
Celda # 11-C,Untitled 000,0.052
Celda # 6-F2,Untitled 000,0.06
Celda #5-9,Untitled 000,0.04
Celda #(F1+F2),Untitled 000,0.625
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.421
NE Tubo 4,Untitled 000,0.076
NE Tubo 5,Untitled 000,0.125
NE Tubo 6,Untitled 000,0.15
NE Tubo 7,Untitled 000,0.396
Puntual Noroeste,Untitled 000,0.582
Barren Patios,Untitled 000,0.347
Tubo 3,Untitled 000,1.305
Especial 1,Untitled 000,0.069
Especial 2,Untitled 000,0.056
Especial 3,Untitled 000,0.478
Especial 4,Untitled 000,0.529
Especial 5,Untitled 000,0.071
