Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.011
Comp. Cola Columna,Untitled 000,1.249
Barren,Untitled 000,1.332
Cabeza puntual retorno,Untitled 000,2.004
Celda # 11-A,Untitled 000,0.538
Celda # 11-B,Untitled 000,0.441
Celda # 11-C,Untitled 000,0.142
Celda # 6-F2,Untitled 000,0.028
Celda #5-9,Untitled 000,0.519
Celda #(F1+F2),Untitled 000,2.075
NE Tubo 1,Untitled 000,0.041
NE Tubo 2,Untitled 000,0.264
NE Tubo 4,Untitled 000,1.474
NE Tubo 5,Untitled 000,2.238
NE Tubo 6,Untitled 000,0.619
NE Tubo 7,Untitled 000,3.21
Puntual Noroeste,Untitled 000,1.888
Barren Patios,Untitled 000,1.202
Tubo 3,Untitled 000,2.242
Especial 1,Untitled 000,0.051
Especial 2,Untitled 000,0.031
Especial 3,Untitled 000,0.237
Especial 4,Untitled 000,0.722
Especial 5,Untitled 000,0.077
Especial 6,Untitled 000,0.083
Pileta Patio,Untitled 000,3.202
