Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.106
Comp. Cola Columna,Untitled 000,1.393
Barren,Untitled 000,1.277
Cabeza puntual retorno,Untitled 000,2.077
Celda # 11-A,Untitled 000,0.528
Celda # 11-B,Untitled 000,1.390
Celda # 11-C,Untitled 000,0.215
Celda # 6-F2,Untitled 000,0.033
Celda #5-9,Untitled 000,0.938
Celda #(F1+F2),Untitled 000,2.274
NE Tubo 1,Untitled 000,0.022
NE Tubo 2,Untitled 000,0.282
NE Tubo 4,Untitled 000,2.272
NE Tubo 5,Untitled 000,2.889
NE Tubo 6,Untitled 000,0.956
NE Tubo 7,Untitled 000,3.276
Puntual Noroeste,Untitled 000,2.283
Barren Patios,Untitled 000,1.449
Tubo 3,Untitled 000,2.803
Especial 1,Untitled 000,0.064
Especial 2,Untitled 000,0.033
Especial 3,Untitled 000,0.307
Especial 4,Untitled 000,0.914
Especial 5,Untitled 000,0.250
,,
