Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.22
Cabeza puntual retorno,Au 242.80,0.214
Celda #(F1+F2),Au 242.80,0.223
Puntual Noroeste,Au 242.80,0.159
Tubo 3,Au 242.80,0.266
NE Tubo 2,Au 242.80,0.158
NE Tubo 4,Au 242.80,0.011
Especial 1,Au 242.80,0.246
Especial 2,Au 242.80,0.08
Especial 3,Au 242.80,0.043
Especial 4,Au 242.80,0.033
Especial 5,Au 242.80,0.23
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.019
Barren Patios,Au 242.80,0.025
NE Tubo 1,Au 242.80,0.768
NE Tubo 5,Au 242.80,0.018
NE Tubo 6,Au 242.80,0.022
NE Tubo 7,Au 242.80,0.134
Celda # 11-A,Au 242.80,0.026
Celda # 11-B,Au 242.80,0.032
Celda # 11-C,Au 242.80,0.01
Celda #5-9,Au 242.80,0.111
