Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.263
Comp. Cola Columna,Untitled 000,0.192
Barren,Untitled 000,0.281
Cabeza puntual retorno,Untitled 000,0.239
Celda # 11-A,Untitled 000,0.128
Celda # 11-B,Untitled 000,0.045
Celda # 11-C,Untitled 000,0.033
Celda # 6-F2,Untitled 000,0.109
Celda #5-9,Untitled 000,0.149
Celda #(F1+F2),Untitled 000,0.24
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.12
NE Tubo 4,Untitled 000,0.046
NE Tubo 5,Untitled 000,0.035
NE Tubo 6,Untitled 000,0.396
NE Tubo 7,Untitled 000,0.546
Puntual Noroeste,Untitled 000,0.241
Barren Patios,Untitled 000,0.266
Tubo 3,Untitled 000,0.363
Especial 1,Untitled 000,0.573
Especial 2,Untitled 000,0.073
Especial 3,Untitled 000,0.179
Especial 4,Untitled 000,0.317
Especial 5,Untitled 000,0.071
