Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.978
Comp. Cola Columna,Untitled 000,0.556
Barren,Untitled 000,0.551
Cabeza puntual retorno,Untitled 000,0.921
Celda # 11-A,Untitled 000,0.541
Celda # 11-B,Untitled 000,0.589
Celda # 11-C,Untitled 000,0.76
Celda # 6-F2,Untitled 000,0.678
Celda #5-9,Untitled 000,1.321
Celda #(F1+F2),Untitled 000,0.779
NE Tubo 1,Untitled 000,0.017
NE Tubo 2,Untitled 000,0.18
NE Tubo 4,Untitled 000,0.326
NE Tubo 5,Untitled 000,0.221
NE Tubo 6,Untitled 000,0.431
NE Tubo 7,Untitled 000,2.076
Puntual Noroeste,Untitled 000,0.739
Barren Patios,Untitled 000,0.418
Tubo 3,Untitled 000,0.504
Especial 1,Untitled 000,0.453
Especial 2,Untitled 000,0.118
Especial 3,Untitled 000,0.031
Especial 4,Untitled 000,0.023
Especial 5,Untitled 000,0.03
Especial 6,Untitled 000,0.011
