Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.197
Cabeza puntual retorno,Au 242.80,0.196
Celda #(F1+F2),Au 242.80,0.207
Puntual Noroeste,Au 242.80,0.099
Tubo 3,Au 242.80,0.085
Comp. Cola Columna,Au 242.80,0.010
Barren,Au 242.80,0.012
Celda # 11-A,Au 242.80,0.029
Celda # 11-B,Au 242.80,0.019
Celda # 11-C,Au 242.80,0.018
Celda # 6-F2,Au 242.80,0.265
Celda #5-9,Au 242.80,0.104
NE Tubo 2,Au 242.80,0.173
NE Tubo 4,Au 242.80,0.016
NE Tubo 5,Au 242.80,0.015
NE Tubo 6,Au 242.80,0.013
NE Tubo 7,Au 242.80,0.047
Barren Patios,Au 242.80,0.011
Especial 1,Au 242.80,0.334
Especial 2,Au 242.80,0.095
Especial 3,Au 242.80,0.026
Especial 4,Au 242.80,0.021
Especial 5,Au 242.80,0.278
NE Tubo 1,Au 242.80,0.758
