Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.928
Comp. Cola Columna,Untitled 000,0.6
Barren,Untitled 000,0.601
Cabeza puntual retorno,Untitled 000,0.891
Celda # 11-A,Untitled 000,2.169
Celda # 11-B,Untitled 000,0.098
Celda # 11-C,Untitled 000,0.055
Celda #5-9,Untitled 000,0.035
Celda #(F1+F2),Untitled 000,0.664
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.24
NE Tubo 4,Untitled 000,0.22
NE Tubo 5,Untitled 000,0.127
NE Tubo 6,Untitled 000,0.242
NE Tubo 7,Untitled 000,0.174
Puntual Noroeste,Untitled 000,0.582
Barren Patios,Untitled 000,0.877
Tubo 3,Untitled 000,2.952
Especial 1,Untitled 000,0.16
Especial 2,Untitled 000,0.073
Especial 3,Untitled 000,3.636
Especial 4,Untitled 000,3.341
Especial 5,Untitled 000,0.065
Especial 6,Untitled 000,0.025
Columna #1,Untitled 000,0.95
Columna #2,Untitled 000,0.906
Columna #3,Untitled 000,0.862
Columna #4,Untitled 000,0.782
Columna #5,Untitled 000,0.593
