Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.688
Comp. Cola Columna,Untitled 000,1.106
Barren,Untitled 000,1.259
Cabeza puntual retorno,Untitled 000,1.688
Celda # 11-A,Untitled 000,2.793
Celda # 11-B,Untitled 000,7.289
Celda # 11-C,Untitled 000,4.339
Celda # 6-F2,Untitled 000,0.874
Celda #5-9,Untitled 000,0.026
Celda #(F1+F2),Untitled 000,1.275
NE Tubo 1,Untitled 000,2.302
NE Tubo 2,Untitled 000,0.662
NE Tubo 4,Untitled 000,1.701
NE Tubo 5,Untitled 000,0.451
NE Tubo 6,Untitled 000,0.86
NE Tubo 7,Untitled 000,3.291
Puntual Noroeste,Untitled 000,1.241
Barren Patios,Untitled 000,1.261
Tubo 3,Untitled 000,1.046
Especial 1,Untitled 000,0.059
Especial 2,Untitled 000,0.029
Especial 3,Untitled 000,0.08
Especial 4,Untitled 000,0.057
Especial 5,Untitled 000,0.033
Especial 6,Untitled 000,0.01
