Analyst,,,,,,
Date Started,4/8/2025 11:30 PM  GMT: 4/9/2025 6:30 AM,,,,,
Worksheet,LC004187_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
4/8/2025,11:40:10 PM,PATRON,0.893,,mg/L,1.1
4/8/2025,11:40:20 PM,BLANCO,0.0129,,mg/L,19.8
4/8/2025,11:40:30 PM,REAGENT BLANK,0,,mg/L,20.4
4/8/2025,11:40:42 PM,LC004187-001,0.0836,,mg/L,1.6
4/8/2025,11:40:56 PM,LC004187-002,0.3088,,mg/L,0.5
4/8/2025,11:41:10 PM,LC004187-003,0.4256,,mg/L,0.8
4/8/2025,11:41:24 PM,LC004187-004,0.1084,,mg/L,1.4
4/8/2025,11:41:38 PM,LC004187-005,0.1745,,mg/L,0.8
4/8/2025,11:41:52 PM,LC004187-006,0.2443,,mg/L,1.1
4/8/2025,11:42:54 PM,LC004187-007,0.1878,,mg/L,0.7
4/8/2025,11:43:06 PM,LC004187-008,0.1114,,mg/L,1.4
4/8/2025,11:43:20 PM,LC004187-009,0.1895,,mg/L,0.3
4/8/2025,11:43:32 PM,LC004187-010,0.0024,,mg/L,83.4
4/8/2025,11:43:46 PM,LC004187-011,0.0033,,mg/L,16.1
4/8/2025,11:43:58 PM,LC004187-012,0.3179,,mg/L,0.4
4/8/2025,11:44:12 PM,PATRON,0.8775,,mg/L,0.9
4/8/2025,11:44:26 PM,LC004187-013,0.0803,,mg/L,0.3
4/8/2025,11:44:40 PM,LC004187-014,0.2072,,mg/L,0.1
4/9/2025,12:33:24 AM,PATRON,0.873,,mg/L,0.9
4/9/2025,12:33:46 AM,LC004187-015,0.0679,,mg/L,1.6
4/9/2025,12:33:58 AM,LC004187-016,0.3688,,mg/L,1.7
4/9/2025,12:34:14 AM,LC004187-017,0.3339,,mg/L,0.6
4/9/2025,12:34:30 AM,LC004187-018,0.4381,,mg/L,1.2
4/9/2025,12:34:48 AM,PATRON,0.878,,mg/L,0.6
4/9/2025,12:35:08 AM,LC004187-019,0.1609,,mg/L,0.1
4/9/2025,12:35:22 AM,LC004187-020,0.0905,,mg/L,1.3
4/9/2025,12:35:36 AM,LC004187-021,0.084,,mg/L,1.6
4/9/2025,12:35:50 AM,LC004187-022,0.0093,,mg/L,4.9
4/9/2025,12:36:04 AM,LC004187-023,0.0384,,mg/L,1.7
4/9/2025,12:36:22 AM,LC004187-024,0.4476,,mg/L,0.6
4/9/2025,12:40:30 AM,PATRON,0.878,,mg/L,0.3
4/9/2025,12:40:40 AM,PATRON,0.8733,,mg/L,0.1
4/9/2025,12:40:50 AM,BLANCO,0.0016,,mg/L,>100
4/9/2025,12:41:00 AM,REAGENT BLANK,0,,mg/L,71.6
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
