Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.449
Comp. Cola Columna,Untitled 000,0.259
Barren,Untitled 000,0.216
Cabeza puntual retorno,Untitled 000,0.438
Celda # 11-A,Untitled 000,0.322
Celda # 11-B,Untitled 000,0.049
Celda # 11-C,Untitled 000,0.028
Celda #5-9,Untitled 000,0.015
Celda #(F1+F2),Untitled 000,0.354
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.25
NE Tubo 4,Untitled 000,0.041
NE Tubo 5,Untitled 000,0.095
NE Tubo 6,Untitled 000,0.687
NE Tubo 7,Untitled 000,0.461
Puntual Noroeste,Untitled 000,0.43
Barren Patios,Untitled 000,0.163
Tubo 3,Untitled 000,1.071
Especial 1,Untitled 000,0.052
Especial 2,Untitled 000,0.021
Especial 3,Untitled 000,0.166
Especial 4,Untitled 000,0.269
Especial 5,Untitled 000,0.042
Columna #1,Untitled 000,0.358
Columna #2,Untitled 000,0.393
Columna #3,Untitled 000,0.379
Columna #4,Untitled 000,0.358
Columna #5,Untitled 000,0.276
