Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.078
Comp. Cola Columna,Untitled 000,0.644
Barren,Untitled 000,0.681
Cabeza puntual retorno,Untitled 000,1.032
Celda # 11-A,Untitled 000,4.714
Celda # 11-B,Untitled 000,0.091
Celda # 11-C,Untitled 000,0.065
Celda # 6-F2,Untitled 000,0.114
Celda #5-9,Untitled 000,0.521
Celda #(F1+F2),Untitled 000,0.936
NE Tubo 1,Untitled 000,0.015
NE Tubo 2,Untitled 000,0.792
NE Tubo 4,Untitled 000,0.491
NE Tubo 5,Untitled 000,0.332
NE Tubo 6,Untitled 000,0.755
NE Tubo 7,Untitled 000,0.336
Puntual Noroeste,Untitled 000,0.979
Barren Patios,Untitled 000,0.654
Tubo 3,Untitled 000,1.871
Especial 1,Untitled 000,1.212
Especial 2,Untitled 000,2.273
Especial 3,Untitled 000,1.581
Especial 4,Untitled 000,1.688
Especial 5,Untitled 000,1.603
Especial 6,Untitled 000,0.826
