Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.037
Comp. Cola Columna,Untitled 000,0.942
Barren,Untitled 000,0.823
Cabeza puntual retorno,Untitled 000,1.013
Celda # 11-A,Untitled 000,0.044
Celda # 11-B,Untitled 000,0.038
Celda # 11-C,Untitled 000,0.092
Celda #5-9,Untitled 000,0.05
Celda #(F1+F2),Untitled 000,1.008
NE Tubo 1,Untitled 000,0.023
NE Tubo 2,Untitled 000,0.215
NE Tubo 4,Untitled 000,2.301
NE Tubo 5,Untitled 000,1.205
NE Tubo 6,Untitled 000,0.088
NE Tubo 7,Untitled 000,1.066
Puntual Noroeste,Untitled 000,1.034
Barren Patios,Untitled 000,0.756
Tubo 3,Untitled 000,0.783
Especial 1,Untitled 000,0.036
Especial 2,Untitled 000,0.04
Especial 3,Untitled 000,0.045
Especial 4,Untitled 000,0.067
Especial 5,Untitled 000,0.053
Especial 6,Untitled 000,0.026
Columna #1,Untitled 000,0.988
Columna #2,Untitled 000,0.992
Columna #3,Untitled 000,0.979
Columna #4,Untitled 000,0.956
Columna #5,Untitled 000,0.871
