"Analista",""
"Fecha de inicio","20/12/2025 05:32 p. m.  GMT: 21/12/2025 12:32 a. m."
"Hoja de trabajo","EXP000184_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au ACIDO (Llama)"

"20/12/2025","06:00:36 p. m.","Muestra 050","","","mg/L",""
"20/12/2025","06:06:12 p. m.","PATRON",0.9082,"","mg/L",0.3
"20/12/2025","06:06:28 p. m.","BLANCO",-0.0146,"","mg/L",40.4
"20/12/2025","06:06:42 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"20/12/2025","06:07:22 p. m.","EXP000184-002",0.0762,"","mg/L",4.8
"20/12/2025","06:07:42 p. m.","EXP000184-003",-0.0002,"","mg/L",">100"
"20/12/2025","06:08:04 p. m.","EXP000184-001",0.0730,"","mg/L",0.9
"20/12/2025","06:08:22 p. m.","EXP000184-004",0.1319,"","mg/L",1.2
"20/12/2025","06:08:38 p. m.","EXP000184-005",0.2081,"","mg/L",1.5
"20/12/2025","06:09:00 p. m.","EXP000184-006",0.3996,"","mg/L",0.3
"20/12/2025","06:09:48 p. m.","PATRON",0.9101,"","mg/L",0.5
"20/12/2025","06:10:06 p. m.","EXP000184-007",0.0922,"","mg/L",2.8
"20/12/2025","06:10:24 p. m.","EXP000184-008",0.1187,"","mg/L",2.3
"20/12/2025","06:11:04 p. m.","EXP000184-009",0.1359,"","mg/L",1.5
"20/12/2025","06:11:20 p. m.","EXP000184-010",0.0789,"","mg/L",3.1
"20/12/2025","06:11:42 p. m.","EXP000184-011",0.0755,"","mg/L",2.7
"20/12/2025","06:12:00 p. m.","EXP000184-012",-0.0025,"","mg/L",26.5
"20/12/2025","06:13:04 p. m.","PATRON",0.8941,"","mg/L",3.5
"20/12/2025","06:13:22 p. m.","EXP000184-013",0.1138,"","mg/L",24.1
"20/12/2025","06:13:38 p. m.","EXP000184-014",0.4562,"","mg/L",0.5
"20/12/2025","06:13:54 p. m.","EXP000184-015",1.0404,"","mg/L",0.5
"20/12/2025","06:14:12 p. m.","EXP000184-016",0.6462,"","mg/L",0.3
"20/12/2025","06:14:26 p. m.","EXP000184-017",1.1974,"","mg/L",0.4
"20/12/2025","06:14:42 p. m.","EXP000184-018",0.9507,"","mg/L",0.5
"20/12/2025","06:14:56 p. m.","PATRON",0.9213,"","mg/L",1.1
"20/12/2025","06:15:08 p. m.","EXP000184-019","OVER","R","mg/L",0.0
"20/12/2025","06:15:42 p. m.","EXP000184-020","OVER","R","mg/L",0.0
"20/12/2025","06:16:06 p. m.","EXP000184-021",0.3989,"","mg/L",0.3
"20/12/2025","06:16:20 p. m.","EXP000184-022",0.5028,"","mg/L",0.7
"20/12/2025","06:16:36 p. m.","EXP000184-023",0.1111,"","mg/L",2.8
"20/12/2025","06:16:52 p. m.","EXP000184-024",0.0015,"","mg/L",14.7
"20/12/2025","06:17:10 p. m.","PATRON",0.8895,"","mg/L",3.6
"20/12/2025","06:17:26 p. m.","BLANCO",-0.0029,"","mg/L",71.9
"20/12/2025","06:17:40 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"20/12/2025","06:17:40 p. m.","Muestra 035","","","mg/L",""

"Método: Au AU ALTO (Llama)"


"20/12/2025","06:21:08 p. m.","EXP000184-019",3.8517,"","mg/L",0.5
"20/12/2025","06:21:20 p. m.","EXP000184-020",2.7105,"","mg/L",0.4
"20/12/2025","06:21:20 p. m.","Muestra 035","","","mg/L",""
