Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.167
Cabeza puntual retorno,Ag 328.07,0.205
Celda #(F1+F2),Ag 328.07,0.211
Puntual Noroeste,Ag 328.07,0.231
Tubo 3,Ag 328.07,0.337
Comp. Cola Columna,Ag 328.07,0.132
Barren,Ag 328.07,0.162
Celda # 11-A,Ag 328.07,0.021
Celda # 11-B,Ag 328.07,0.051
Celda # 11-C,Ag 328.07,0.018
Celda #5-9,Ag 328.07,0.030
NE Tubo 1,Ag 328.07,0.350
NE Tubo 2,Ag 328.07,0.028
NE Tubo 4,Ag 328.07,0.044
NE Tubo 5,Ag 328.07,0.019
NE Tubo 6,Ag 328.07,0.014
NE Tubo 7,Ag 328.07,0.986
Barren Patios,Ag 328.07,0.109
Especial 1,Ag 328.07,0.017
Especial 2,Ag 328.07,0.031
Especial 3,Ag 328.07,0.013
Especial 4,Ag 328.07,0.013
Especial 5,Ag 328.07,0.098
Columna #1,Ag 328.07,0.162
Columna #2,Ag 328.07,0.171
Columna #3,Ag 328.07,0.162
Columna #4,Ag 328.07,0.146
Columna #5,Ag 328.07,0.123
