Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.824
Comp. Cola Columna,Untitled 000,1.133
Barren,Untitled 000,1.196
Cabeza puntual retorno,Untitled 000,1.799
Celda # 11-A,Untitled 000,0.743
Celda # 11-B,Untitled 000,0.148
Celda # 11-C,Untitled 000,0.12
Celda # 6-F2,Untitled 000,0.026
Celda #5-9,Untitled 000,0.462
Celda #(F1+F2),Untitled 000,2.029
NE Tubo 1,Untitled 000,0.049
NE Tubo 2,Untitled 000,0.264
NE Tubo 4,Untitled 000,1.484
NE Tubo 5,Untitled 000,2.281
NE Tubo 6,Untitled 000,0.636
NE Tubo 7,Untitled 000,3.51
Puntual Noroeste,Untitled 000,2.071
Barren Patios,Untitled 000,1.279
Tubo 3,Untitled 000,2.426
Especial 1,Untitled 000,0.074
Especial 2,Untitled 000,0.029
Especial 3,Untitled 000,0.228
Especial 4,Untitled 000,0.724
Especial 5,Untitled 000,0.069
Especial 6,Untitled 000,0.058
Pileta Patio,Untitled 000,3.34
