"Analista",""
"Fecha de inicio","09/01/2026 01:07 a. m.  GMT: 09/01/2026 08:07 a. m."
"Hoja de trabajo","EXP000192_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"09/01/2026","01:12:34 a. m.","PATRON",0.8965,"","mg/L",0.6
"09/01/2026","01:12:50 a. m.","BLANCO",0.0016,"","mg/L",">100"
"09/01/2026","01:13:00 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"09/01/2026","01:13:12 a. m.","EXP000192-001",0.0744,"","mg/L",2.0
"09/01/2026","01:13:20 a. m.","EXP000192-002",0.1013,"","mg/L",1.1
"09/01/2026","01:13:30 a. m.","EXP000192-003",0.0808,"","mg/L",0.9
"09/01/2026","01:13:40 a. m.","EXP000192-004",0.2235,"","mg/L",1.0
"09/01/2026","01:13:50 a. m.","EXP000192-005",0.4169,"","mg/L",0.7
"09/01/2026","01:14:00 a. m.","EXP000192-006",0.3555,"","mg/L",1.0
"09/01/2026","01:14:34 a. m.","PATRON",0.8872,"","mg/L",0.5
"09/01/2026","01:14:48 a. m.","EXP000192-007",0.2117,"","mg/L",0.7
"09/01/2026","01:14:58 a. m.","EXP000192-008",0.3545,"","mg/L",0.6
"09/01/2026","01:15:08 a. m.","EXP000192-009",0.2988,"","mg/L",0.5
"09/01/2026","01:15:16 a. m.","EXP000192-010",0.4621,"","mg/L",1.0
"09/01/2026","01:15:28 a. m.","EXP000192-011",0.3014,"","mg/L",0.3
"09/01/2026","01:15:38 a. m.","EXP000192-012",0.3469,"","mg/L",0.7
"09/01/2026","01:15:50 a. m.","PATRON",0.8738,"","mg/L",0.5
"09/01/2026","01:16:02 a. m.","EXP000192-014",1.1578,"","mg/L",0.2
"09/01/2026","01:16:12 a. m.","EXP000192-015",0.0002,"","mg/L",">100"
"09/01/2026","01:16:20 a. m.","EXP000192-016",0.6705,"","mg/L",0.7
"09/01/2026","01:16:32 a. m.","EXP000192-017",1.1269,"","mg/L",0.8
"09/01/2026","01:16:42 a. m.","EXP000192-018",1.2683,"","mg/L",0.4
"09/01/2026","01:16:52 a. m.","EXP000192-019",0.3869,"","mg/L",0.3
"09/01/2026","01:17:02 a. m.","PATRON",0.8720,"","mg/L",1.0
"09/01/2026","01:17:16 a. m.","EXP000192-020",0.0044,"","mg/L",20.3
"09/01/2026","01:17:26 a. m.","EXP000192-021",0.1182,"","mg/L",0.6
"09/01/2026","01:17:36 a. m.","EXP000192-022",0.0047,"","mg/L",10.9
"09/01/2026","01:17:46 a. m.","EXP000192-023",0.0049,"","mg/L",15.8
"09/01/2026","01:17:58 a. m.","EXP000192-024",0.1141,"","mg/L",1.5
"09/01/2026","01:17:58 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

