Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.52
Comp. Cola Columna,Untitled 000,0.29
Barren,Untitled 000,0.297
Cabeza puntual retorno,Untitled 000,0.534
Celda # 11-A,Untitled 000,0.097
Celda # 11-B,Untitled 000,0.049
Celda # 11-C,Untitled 000,0.052
Celda # 6-F2,Untitled 000,0.04
Celda #5-9,Untitled 000,0.039
Celda #(F1+F2),Untitled 000,0.474
NE Tubo 1,Untitled 000,0.039
NE Tubo 2,Untitled 000,0.254
NE Tubo 4,Untitled 000,0.231
NE Tubo 5,Untitled 000,0.104
NE Tubo 6,Untitled 000,0.192
NE Tubo 7,Untitled 000,0.641
Puntual Noroeste,Untitled 000,0.419
Barren Patios,Untitled 000,0.252
Tubo 3,Untitled 000,0.773
Especial 1,Untitled 000,0.078
Especial 2,Untitled 000,0.052
Especial 3,Untitled 000,0.394
Especial 4,Untitled 000,0.533
Especial 5,Untitled 000,0.084
Especial 6,Untitled 000,0.173
