Sample ID,Analyte Name,Reported Conc (Calib)
Columna #1,Untitled 000,2.042
Columna #2,Untitled 000,1.877
Columna #3,Untitled 000,1.753
Columna #4,Untitled 000,1.588
Columna #5,Untitled 000,1.429
Comp. Cabeza,Untitled 000,2.029
Comp. Cola Columna,Untitled 000,1.238
Barren,Untitled 000,1.247
Cabeza puntual retorno,Untitled 000,1.965
Celda # 11-A,Untitled 000,0.311
Celda # 11-B,Untitled 000,0.043
Celda # 11-C,Untitled 000,0.029
Celda #5-9,Untitled 000,0.895
Celda #(F1+F2),Untitled 000,2.294
NE Tubo 1,Untitled 000,0.044
NE Tubo 2,Untitled 000,1.235
NE Tubo 4,Untitled 000,2.81
NE Tubo 5,Untitled 000,1.877
NE Tubo 6,Untitled 000,2.619
NE Tubo 7,Untitled 000,0.495
Puntual Noroeste,Untitled 000,2.165
Barren Patios,Untitled 000,1.141
Tubo 3,Untitled 000,2.327
Especial 1,Untitled 000,0.218
Especial 2,Untitled 000,0.036
Especial 3,Untitled 000,0.423
Especial 4,Untitled 000,1.617
Especial 5,Untitled 000,0.098
Especial 6,Untitled 000,0.02
