Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.193
Cabeza puntual retorno,Untitled 000,1.227
Celda #(F1+F2),Untitled 000,1.240
Puntual Noroeste,Untitled 000,1.201
Tubo 3,Untitled 000,0.999
Comp. Cola Columna,Untitled 000,0.993
Barren,Untitled 000,0.894
Celda # 11-A,Untitled 000,0.043
Celda # 11-B,Untitled 000,0.031
Celda # 11-C,Untitled 000,0.183
Celda #5-9,Untitled 000,0.079
NE Tubo 1,Untitled 000,0.015
NE Tubo 2,Untitled 000,0.209
NE Tubo 4,Untitled 000,2.336
NE Tubo 5,Untitled 000,1.283
NE Tubo 6,Untitled 000,0.134
NE Tubo 7,Untitled 000,1.145
Especial 1,Untitled 000,0.040
Especial 2,Untitled 000,0.066
Especial 3,Untitled 000,0.039
Especial 4,Untitled 000,0.041
Especial 5,Untitled 000,0.034
Columna #1,Untitled 000,1.212
Columna #2,Untitled 000,1.153
Columna #3,Untitled 000,1.129
Columna #4,Untitled 000,1.042
Columna #5,Untitled 000,0.868
