Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.385
Cabeza puntual retorno,Ag 328.07,0.422
Celda #(F1+F2),Ag 328.07,0.365
Puntual Noroeste,Ag 328.07,0.151
Tubo 3,Ag 328.07,0.388
Comp. Cola Columna,Ag 328.07,0.224
Barren,Ag 328.07,0.233
Celda # 11-A,Ag 328.07,0.032
Celda # 11-B,Ag 328.07,0.026
Celda # 11-C,Ag 328.07,0.168
Celda # 6-F2,Ag 328.07,1.320
Celda #5-9,Ag 328.07,0.322
NE Tubo 1,Ag 328.07,0.022
NE Tubo 2,Ag 328.07,0.172
NE Tubo 4,Ag 328.07,0.043
NE Tubo 5,Ag 328.07,0.019
NE Tubo 6,Ag 328.07,0.014
NE Tubo 7,Ag 328.07,0.103
Barren Patios,Ag 328.07,0.226
Especial 1,Ag 328.07,0.372
Especial 2,Ag 328.07,0.501
Especial 3,Ag 328.07,0.055
Especial 4,Ag 328.07,0.025
Especial 5,Ag 328.07,0.303
