Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.109
Cabeza puntual retorno,Au 242.80,0.102
Celda #(F1+F2),Au 242.80,0.111
Tubo 3,Au 242.80,0.061
Puntual Noroeste,Au 242.80,0.081
NE Tubo 2,Au 242.80,0.218
NE Tubo 4,Au 242.80,0.055
Especial 1,Au 242.80,0.096
Especial 2,Au 242.80,0.103
Especial 3,Au 242.80,0.040
Especial 4,Au 242.80,0.038
Especial 5,Au 242.80,0.080
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.011
Barren Patios,Au 242.80,0.004
Barren 2,Au 242.80,0.006
NE Tubo 1,Au 242.80,0.014
NE Tubo 5,Au 242.80,0.036
NE Tubo 6,Au 242.80,0.046
NE Tubo 7,Au 242.80,0.013
Celda # 11-A,Au 242.80,0.048
Celda # 11-B,Au 242.80,0.034
Celda # 11-C,Au 242.80,0.062
Celda # 6-F2,Au 242.80,0.367
Celda #5-9,Au 242.80,0.068
