Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.097
Cabeza puntual retorno,Au 242.80,0.098
Puntual Noroeste,Au 242.80,0.033
Tubo 3,Au 242.80,0.031
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.016
Celda # 11-A,Au 242.80,0.053
Celda # 11-B,Au 242.80,0.069
Celda # 11-C,Au 242.80,0
Celda # 6-F2,Au 242.80,0.268
NE Tubo 1,Au 242.80,0.008
NE Tubo 2,Au 242.80,0.047
NE Tubo 4,Au 242.80,0.074
Celda #5-9,Au 242.80,0.077
Celda #(F1+F2),Au 242.80,0.142
NE Tubo 5,Au 242.80,0.042
NE Tubo 6,Au 242.80,0.037
NE Tubo 7,Au 242.80,0.045
Barren Patios,Au 242.80,0.021
Especial 1,Au 242.80,0.288
Especial 2,Au 242.80,0.324
Especial 3,Au 242.80,0.058
Especial 4,Au 242.80,0.091
Especial 5,Au 242.80,0.207
