Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.991
Comp. Cola Columna,Untitled 000,0.623
Barren,Untitled 000,0.577
Cabeza puntual retorno,Untitled 000,1.008
Celda # 11-A,Untitled 000,1.862
Celda # 11-B,Untitled 000,0.16
Celda # 11-C,Untitled 000,0.075
Celda #5-9,Untitled 000,0.048
Celda #(F1+F2),Untitled 000,0.995
NE Tubo 1,Untitled 000,0.04
NE Tubo 2,Untitled 000,1.362
NE Tubo 4,Untitled 000,1.4
NE Tubo 5,Untitled 000,0.831
NE Tubo 6,Untitled 000,1.507
NE Tubo 7,Untitled 000,0.48
Puntual Noroeste,Untitled 000,0.894
Barren Patios,Untitled 000,0.536
Tubo 3,Untitled 000,0.568
Especial 1,Untitled 000,0.112
Especial 2,Untitled 000,0.063
Especial 3,Untitled 000,0.326
Especial 4,Untitled 000,0.299
Especial 5,Untitled 000,0.052
Columna #1,Untitled 000,0.881
Columna #2,Untitled 000,0.79
Columna #3,Untitled 000,0.713
Columna #4,Untitled 000,0.692
Columna #5,Untitled 000,0.575
