"Analista",""
"Fecha de inicio","11/16/2023 5:07 AM  GMT: 11/16/2023 12:07 PM"
"Hoja de trabajo","LC001602_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"11/16/2023","5:46:02 AM","PATRON",0.8855,"","mg/L"
"11/16/2023","5:46:18 AM","BLANCO",0.0044,"","mg/L"
"11/16/2023","5:46:32 AM","BLANCO REACTIVO REAG",-0.0032,"","mg/L"
"11/16/2023","5:46:42 AM","LC001602-001",1.5186,"","mg/L"
"11/16/2023","5:46:56 AM","LC001602-002",-0.0014,"","mg/L"
"11/16/2023","5:47:04 AM","LC001602-003","OVER","R","mg/L"
"11/16/2023","5:47:18 AM","LC001602-004",0.6449,"","mg/L"
"11/16/2023","5:47:34 AM","LC001602-005",0.7687,"","mg/L"
"11/16/2023","5:47:50 AM","LC001602-006",0.6254,"","mg/L"
"11/16/2023","5:48:04 AM","PATRON",0.8899,"","mg/L"
"11/16/2023","5:48:24 AM","LC001602-007",0.3534,"","mg/L"
"11/16/2023","5:48:38 AM","LC001602-008",0.3616,"","mg/L"
"11/16/2023","5:48:54 AM","LC001602-009",0.8664,"","mg/L"
"11/16/2023","5:50:26 AM","LC001602-010",0.0157,"","mg/L"
"11/16/2023","5:50:42 AM","LC001602-011",0.7853,"","mg/L"
"11/16/2023","5:50:56 AM","LC001602-012",1.6209,"","mg/L"
"11/16/2023","5:51:46 AM","PATRON",0.8836,"","mg/L"
"11/16/2023","5:52:56 AM","LC001602-013",0.4397,"","mg/L"
"11/16/2023","5:53:06 AM","LC001602-014","OVER","R","mg/L"
"11/16/2023","5:53:22 AM","LC001602-015",0.8976,"","mg/L"
"11/16/2023","5:53:36 AM","LC001602-016",0.8304,"","mg/L"
"11/16/2023","5:53:50 AM","LC001602-017",0.6715,"","mg/L"
"11/16/2023","5:54:06 AM","LC001602-018",-0.0027,"","mg/L"
"11/16/2023","5:54:32 AM","PATRON",0.8850,"","mg/L"
"11/16/2023","5:54:52 AM","LC001602-019",0.4974,"","mg/L"
"11/16/2023","5:55:08 AM","PATRON",0.8892,"","mg/L"
"11/16/2023","5:55:24 AM","BLANCO",0.0036,"","mg/L"
"11/16/2023","5:55:34 AM","BLANCO REACTIVO REAG",0.0085,"","mg/L"
"11/16/2023","5:55:34 AM","LC000907-023","","","mg/L"

"Método: Au AU ALTO (Llama)"


"11/16/2023","5:57:34 AM","LC001602-003",1.6709,"","mg/L"
"11/16/2023","5:57:48 AM","LC001602-014",1.7943,"","mg/L"
"11/16/2023","5:57:48 AM","LC000907-023","","","mg/L"
