Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.702
Comp. Cola Columna,Untitled 000,1.138
Barren,Untitled 000,1.12
Cabeza puntual retorno,Untitled 000,1.709
Celda # 11-A,Untitled 000,0.201
Celda # 11-B,Untitled 000,0.033
Celda # 11-C,Untitled 000,1.416
Celda # 6-F2,Untitled 000,0.025
Celda #5-9,Untitled 000,0.215
Celda #(F1+F2),Untitled 000,1.807
NE Tubo 1,Untitled 000,0.021
NE Tubo 2,Untitled 000,0.172
NE Tubo 4,Untitled 000,3.965
NE Tubo 5,Untitled 000,1.768
NE Tubo 6,Untitled 000,0.304
NE Tubo 7,Untitled 000,2.026
Puntual Noroeste,Untitled 000,1.811
Barren Patios,Untitled 000,1.172
Tubo 3,Untitled 000,1.549
Especial 1,Untitled 000,0.049
Especial 2,Untitled 000,0.053
Especial 3,Untitled 000,0.125
Especial 4,Untitled 000,0.444
Especial 5,Untitled 000,0.053
