"Analista",""
"Fecha de inicio","25/11/2025 05:10 a. m.  GMT: 25/11/2025 12:10 p. m."
"Hoja de trabajo","LC005863_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"25/11/2025","05:19:38 a. m.","PATRON",0.8777,"","mg/L",0.7
"25/11/2025","05:19:50 a. m.","BLANCO",0.0225,"","mg/L",3.9
"25/11/2025","05:20:00 a. m.","REAGENT BLANK",0.0000,"","mg/L",17.0
"25/11/2025","05:20:10 a. m.","LC005863-001",0.1886,"","mg/L",0.5
"25/11/2025","05:20:18 a. m.","LC005863-002",-0.0017,"","mg/L",5.1
"25/11/2025","05:20:28 a. m.","LC005863-003",0.5095,"","mg/L",0.8
"25/11/2025","05:20:38 a. m.","LC005863-004",-0.0001,"","mg/L",">100"
"25/11/2025","05:20:48 a. m.","LC005863-005",0.2488,"","mg/L",0.6
"25/11/2025","05:20:58 a. m.","LC005863-006",0.1159,"","mg/L",1.1
"25/11/2025","05:22:42 a. m.","PATRON",0.8785,"","mg/L",0.7
"25/11/2025","05:22:54 a. m.","LC005863-007",-0.0014,"","mg/L",99.6
"25/11/2025","05:23:04 a. m.","LC005863-008",0.7353,"","mg/L",0.1
"25/11/2025","05:23:12 a. m.","LC005863-009",0.1517,"","mg/L",0.9
"25/11/2025","05:23:22 a. m.","LC005863-010",0.2978,"","mg/L",0.9
"25/11/2025","05:23:32 a. m.","LC005863-011",0.1812,"","mg/L",1.1
"25/11/2025","05:23:42 a. m.","LC005863-012",0.0697,"","mg/L",0.8
"25/11/2025","05:23:54 a. m.","PATRON",0.8490,"","mg/L",1.2
"25/11/2025","05:24:06 a. m.","LC005863-013",0.4594,"","mg/L",0.9
"25/11/2025","05:24:16 a. m.","LC005863-014",0.2871,"","mg/L",0.6
"25/11/2025","05:24:26 a. m.","LC005863-015",0.1154,"","mg/L",0.8
"25/11/2025","05:24:36 a. m.","LC005863-016",1.0560,"","mg/L",0.3
"25/11/2025","05:24:46 a. m.","LC005863-017",0.1163,"","mg/L",1.3
"25/11/2025","05:24:56 a. m.","LC005863-018",0.3432,"","mg/L",0.6
"25/11/2025","05:25:06 a. m.","PATRON",0.8547,"","mg/L",0.2
"25/11/2025","05:25:18 a. m.","LC005863-019",0.2524,"","mg/L",1.1
"25/11/2025","05:25:28 a. m.","LC005863-020",0.2509,"","mg/L",1.3
"25/11/2025","05:25:38 a. m.","LC005863-021",0.1948,"","mg/L",1.2
"25/11/2025","05:25:48 a. m.","LC005863-022",0.2460,"","mg/L",0.7
"25/11/2025","05:25:58 a. m.","LC005863-023",0.1113,"","mg/L",1.4
"25/11/2025","05:26:08 a. m.","LC005863-024",0.0809,"","mg/L",2.7
"25/11/2025","05:26:08 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

