Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.126
Cabeza puntual retorno,Au 242.80,0.123
Celda #(F1+F2),Au 242.80,0.121
Puntual Noroeste,Au 242.80,0.151
Tubo 3,Au 242.80,0.07
NE Tubo 2,Au 242.80,0.094
NE Tubo 4,Au 242.80,0.215
Especial 1,Au 242.80,0.044
Especial 2,Au 242.80,0.063
Especial 3,Au 242.80,0.024
Especial 4,Au 242.80,0.025
Especial 5,Au 242.80,0.068
Columna #1,Au 242.80,0.077
Columna #2,Au 242.80,0.058
Columna #3,Au 242.80,0.044
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.013
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.024
Barren Patios,Au 242.80,0.026
NE Tubo 1,Au 242.80,0.008
NE Tubo 5,Au 242.80,0.203
NE Tubo 6,Au 242.80,0.322
NE Tubo 7,Au 242.80,0.102
Celda # 11-A,Au 242.80,0.1
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.207
Celda #5-9,Au 242.80,0.062
