"Analyst",""
"Date Started","4/7/2025 7:41 PM  GMT: 4/8/2025 2:41 AM"
"Worksheet","LC004177_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"4/7/2025","8:18:00 PM","PATRON",0.9006,"","mg/L",0.1
"4/7/2025","8:18:16 PM","BLANCO",0.0144,"","mg/L",18.6
"4/7/2025","8:18:26 PM","REAGENT BLANK",0.0000,"","mg/L",20.6
"4/7/2025","8:18:40 PM","LC004177-001",0.0767,"","mg/L",1.4
"4/7/2025","8:18:54 PM","LC004177-002",0.1165,"","mg/L",1.6
"4/7/2025","8:19:08 PM","LC004177-003",0.6146,"","mg/L",0.9
"4/7/2025","8:19:24 PM","LC004177-004",0.0055,"","mg/L",22.4
"4/7/2025","8:19:38 PM","LC004177-005",0.2562,"","mg/L",0.4
"4/7/2025","8:19:54 PM","LC004177-006",0.1246,"","mg/L",0.7
"4/7/2025","8:20:36 PM","PATRON",0.9164,"","mg/L",0.5
"4/7/2025","8:20:52 PM","LC004177-007",0.0549,"","mg/L",0.6
"4/7/2025","8:21:06 PM","LC004177-008",0.0480,"","mg/L",0.9
"4/7/2025","8:21:20 PM","LC004177-009",0.0619,"","mg/L",1.0
"4/7/2025","8:21:34 PM","LC004177-010",0.6938,"","mg/L",1.3
"4/7/2025","8:21:50 PM","LC004177-011",0.0302,"","mg/L",0.8
"4/7/2025","8:22:04 PM","LC004177-012",0.0135,"","mg/L",5.1
"4/7/2025","8:22:22 PM","PATRON",0.9143,"","mg/L",0.2
"4/7/2025","8:22:38 PM","LC004177-013",0.0927,"","mg/L",0.7
"4/7/2025","8:22:52 PM","LC004177-014",0.2916,"","mg/L",0.4
"4/7/2025","8:23:06 PM","LC004177-015",0.0527,"","mg/L",1.7
"4/7/2025","8:23:20 PM","LC004177-016",0.0764,"","mg/L",0.3
"4/7/2025","8:23:34 PM","LC004177-017",0.1075,"","mg/L",0.1
"4/7/2025","8:23:50 PM","LC004177-018",0.4440,"","mg/L",0.6
"4/7/2025","8:25:14 PM","PATRON",0.8769,"","mg/L",0.5
"4/7/2025","8:29:06 PM","PATRON",0.9085,"","mg/L",0.3
"4/7/2025","8:29:30 PM","BLANCO",0.0108,"","mg/L",30.6
"4/7/2025","8:29:40 PM","REAGENT BLANK",0.0000,"","mg/L",">100"
"4/7/2025","8:29:42 PM","LC004171-022","","","mg/L",""

"Method: Au AU ALTO (Flame)"

