Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.743
Comp. Cola Columna,Untitled 000,0.484
Barren,Untitled 000,0.544
Cabeza puntual retorno,Untitled 000,0.746
Celda # 11-A,Untitled 000,1.164
Celda # 11-B,Untitled 000,0.073
Celda # 11-C,Untitled 000,0.181
Celda # 6-F2,Untitled 000,0.039
Celda #5-9,Untitled 000,0.032
Celda #(F1+F2),Untitled 000,0.742
NE Tubo 1,Untitled 000,0.017
NE Tubo 2,Untitled 000,0.304
NE Tubo 4,Untitled 000,0.195
NE Tubo 5,Untitled 000,0.154
NE Tubo 6,Untitled 000,0.293
NE Tubo 7,Untitled 000,0.355
Puntual Noroeste,Untitled 000,0.799
Barren Patios,Untitled 000,0.525
Tubo 3,Untitled 000,2.159
Especial 1,Untitled 000,0.051
Especial 2,Untitled 000,0.035
Especial 3,Untitled 000,0.856
Especial 4,Untitled 000,1.013
Especial 5,Untitled 000,0.044
