Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.251
Comp. Cola Columna,Untitled 000,0.167
Barren,Untitled 000,0.141
Cabeza puntual retorno,Untitled 000,0.213
Columna #1,Untitled 000,0.193
Columna #2,Untitled 000,0.186
Columna #3,Untitled 000,0.169
Columna #4,Untitled 000,0.153
Columna #5,Untitled 000,0.129
Celda # 11-A,Untitled 000,0.033
Celda # 11-B,Untitled 000,0.03
Celda # 11-C,Untitled 000,0.023
Celda #5-9,Untitled 000,0.206
Celda #(F1+F2),Untitled 000,0.243
NE Tubo 1,Untitled 000,0.03
NE Tubo 2,Untitled 000,0.039
NE Tubo 4,Untitled 000,0.088
NE Tubo 5,Untitled 000,0.051
NE Tubo 6,Untitled 000,0.025
NE Tubo 7,Untitled 000,0.197
Puntual Noroeste,Untitled 000,0.266
Barren Patios,Untitled 000,0.131
Tubo 3,Untitled 000,0.56
Especial 1,Untitled 000,0.045
Especial 2,Untitled 000,0.042
Especial 3,Untitled 000,0.057
Especial 4,Untitled 000,0.055
Especial 5,Untitled 000,0.052
