Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.152
Cabeza puntual retorno,Au 242.80,0.153
Celda #(F1+F2),Au 242.80,0.15
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.018
Celda # 11-A,Au 242.80,0.213
Celda # 11-B,Au 242.80,0.074
Celda # 11-C,Au 242.80,0.044
Celda #5-9,Au 242.80,0.028
NE Tubo 1,Au 242.80,0.009
NE Tubo 2,Au 242.80,0.09
NE Tubo 4,Au 242.80,0.243
NE Tubo 5,Au 242.80,0.298
NE Tubo 6,Au 242.80,0.289
NE Tubo 7,Au 242.80,0.053
Puntual Noroeste,Au 242.80,0.153
Barren Patios,Au 242.80,0.019
Tubo 3,Au 242.80,0.095
Especial 1,Au 242.80,0.033
Especial 2,Au 242.80,0.029
Especial 3,Au 242.80,0.074
Especial 4,Au 242.80,0.064
Especial 5,Au 242.80,0.028
Columna #1,Au 242.80,0.093
Columna #2,Au 242.80,0.051
Columna #3,Au 242.80,0.021
Columna #4,Au 242.80,0.016
Columna #5,Au 242.80,0.015
