Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.207
Comp. Cola Columna,Untitled 000,0.809
Barren,Untitled 000,0.779
Cabeza puntual retorno,Untitled 000,1.141
Celda # 11-A,Untitled 000,0.542
Celda # 11-B,Untitled 000,0.952
Celda # 11-C,Untitled 000,1.432
Celda #5-9,Untitled 000,1.309
Celda #(F1+F2),Untitled 000,2.004
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.529
NE Tubo 4,Untitled 000,2.179
NE Tubo 5,Untitled 000,2.472
NE Tubo 6,Untitled 000,1.325
NE Tubo 7,Untitled 000,2.201
Puntual Noroeste,Untitled 000,1.435
Barren Patios,Untitled 000,0.685
Tubo 3,Untitled 000,0.429
Especial 1,Untitled 000,0.349
Especial 2,Untitled 000,0.126
Especial 3,Untitled 000,0.052
Especial 4,Untitled 000,0.041
Especial 5,Untitled 000,0.065
Especial 6,Untitled 000,0.027
Columna #1,Untitled 000,0.805
Columna #2,Untitled 000,0.869
Columna #3,Untitled 000,0.954
Columna #4,Untitled 000,1.027
Columna #5,Untitled 000,0.754
