Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.928
Cabeza puntual retorno,Untitled 000,0.927
Puntual Noroeste,Untitled 000,0.870
Comp. Cola Columna,Untitled 000,0.618
Barren,Untitled 000,0.735
Celda # 11-A,Untitled 000,0.587
Celda # 11-B,Untitled 000,1.359
Celda # 11-C,Untitled 000,0.395
Celda # 6-F2,Untitled 000,0.223
Celda #5-9,Untitled 000,0.333
NE Tubo 1,Untitled 000,0.023
NE Tubo 2,Untitled 000,0.404
NE Tubo 4,Untitled 000,0.337
NE Tubo 5,Untitled 000,0.294
NE Tubo 6,Untitled 000,0.450
NE Tubo 7,Untitled 000,2.666
Puntual Noroeste,Untitled 000,0.949
Barren Patios,Untitled 000,0.656
Tubo 3,Untitled 000,0.931
Especial 1,Untitled 000,1.316
Especial 2,Untitled 000,0.222
Especial 3,Untitled 000,0.036
Especial 4,Untitled 000,0.037
Especial 5,Untitled 000,0.067
