Analista,FLAVIO,,,,,,,
Fecha de inicio,7/9/2022 10:38 AM  GMT: 7/9/2022 3:38 PM,,,,,,,
Hoja de trabajo,SA000048,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
,PATRON,0.9952,,mg/L,0.115,0.1147,0.1153,0.115
,BLANCO,-0.0018,,mg/L,-0.0002,-0.0003,0,-0.0002
,BLANCO REACTIVO,0,,mg/L,-0.0008,-0.0006,-0.0007,-0.0012
,SA000048-001,2.6368,,mg/L,0.0121,0.0127,0.0125,0.0112
,SA000048-002,13.8331,,mg/L,0.064,0.0639,0.0637,0.0645
,SA000048-003,4.8024,,mg/L,0.0221,0.0213,0.0232,0.0218
,SA000048-004,14.1133,,mg/L,0.0653,0.0656,0.0656,0.0648
,SA000048-005,13.8486,,mg/L,0.064,0.0636,0.0648,0.0636
,SA000048-006,5.8611,,mg/L,0.027,0.0272,0.0264,0.0275
,SA000048-007,3.414,,mg/L,0.0157,0.0171,0.0151,0.015
,SA000048-008,5.0099,,mg/L,0.0231,0.0229,0.0234,0.0231
,SA000048-009,2.9929,,mg/L,0.0138,0.0136,0.0137,0.014
,SA000048-010,-0.1247,,mg/L,-0.0006,-0.0009,-0.0002,-0.0007
,PATRON,0.9887,,mg/L,0.114,0.114,0.1136,0.1145
,BLANCO,0.003,,mg/L,0.0003,0,0.001,0.0001
,BLANCO REACTIVO,0,,mg/L,-0.0002,0.0004,-0.001,0.0001
,SA000048-011,2.9701,,mg/L,0.0137,0.0145,0.0127,0.014
,SA000048-012,5.7349,,mg/L,0.0266,0.0268,0.0265,0.0265
,SA000048-013,0.0207,,mg/L,0.0001,0,0.0004,-0.0002
,SA000048-014,11.6016,,mg/L,0.0539,0.0531,0.0535,0.055
,SA000048-015,7.9735,,mg/L,0.037,0.0361,0.0377,0.0371
,SA000048-016,13.7705,,mg/L,0.0639,0.0639,0.0631,0.0646
,SA000048-017,32.8402,,mg/L,0.1512,0.1511,0.1523,0.1502
,SA000048-018,14.932,,mg/L,0.0691,0.0691,0.0695,0.0688
,SA000048-019,27.1525,,mg/L,0.1255,0.1266,0.1241,0.1257
,SA000048-020,32.8558,,mg/L,0.1514,0.1494,0.1522,0.1526
,PATRON,0.9858,,mg/L,0.1137,0.1141,0.114,0.113
,BLANCO,-0.0074,,mg/L,-0.0009,-0.0009,-0.0003,-0.0014
,BLANCO REACTIVO,0,,mg/L,-0.0012,-0.0016,-0.0018,-0.0001
,SA000048-021,59.1409,,mg/L,0.2642,0.2633,0.2634,0.2658
,SA000048-022,96.0245,,mg/L,0.4021,0.4011,0.4027,0.4024
,SA000048-023,0.2576,,mg/L,0.0012,0.0015,0.0008,0.0012
,SA000048-024,33.351,,mg/L,0.1533,0.1523,0.1529,0.1547
