"Analista",""
"Fecha de inicio","28/11/2025 01:45 a. m.  GMT: 28/11/2025 08:45 a. m."
"Hoja de trabajo","EXP000152_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"28/11/2025","03:02:02 a. m.","PATRON",0.9239,"","mg/L",0.6
"28/11/2025","03:02:16 a. m.","BLANCO",-0.0054,"","mg/L",35.3
"28/11/2025","03:02:30 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"28/11/2025","03:02:42 a. m.","EXP000152-001",0.0963,"","mg/L",0.7
"28/11/2025","03:02:54 a. m.","EXP000152-002",0.0583,"","mg/L",0.6
"28/11/2025","03:03:04 a. m.","EXP000152-003",0.0307,"","mg/L",3.8
"28/11/2025","03:03:22 a. m.","EXP000152-004",0.0703,"","mg/L",0.7
"28/11/2025","03:03:32 a. m.","EXP000152-005",0.1523,"","mg/L",1.2
"28/11/2025","03:03:42 a. m.","EXP000152-006",0.2026,"","mg/L",1.1
"28/11/2025","03:03:54 a. m.","PATRON",0.9142,"","mg/L",0.3
"28/11/2025","03:04:12 a. m.","EXP000152-007",0.6233,"","mg/L",0.4
"28/11/2025","03:04:22 a. m.","EXP000152-008",0.2490,"","mg/L",1.4
"28/11/2025","03:04:32 a. m.","EXP000152-009",1.5892,"","mg/L",1.3
"28/11/2025","03:04:42 a. m.","EXP000152-010",0.4376,"","mg/L",3.8
"28/11/2025","03:04:52 a. m.","EXP000152-011",1.0263,"","mg/L",0.9
"28/11/2025","03:05:04 a. m.","EXP000152-012",0.7008,"","mg/L",0.3
"28/11/2025","03:05:14 a. m.","PATRON",0.9304,"","mg/L",0.7
"28/11/2025","03:05:26 a. m.","EXP000152-013",0.4755,"","mg/L",1.2
"28/11/2025","03:05:38 a. m.","EXP000152-014",2.2970,"","mg/L",1.0
"28/11/2025","03:05:46 a. m.","EXP000152-015",0.1510,"","mg/L",14.6
"28/11/2025","03:05:56 a. m.","EXP000152-016",0.2794,"","mg/L",1.9
"28/11/2025","03:06:06 a. m.","EXP000152-017",1.2151,"","mg/L",1.2
"28/11/2025","03:06:16 a. m.","EXP000152-018",0.1552,"","mg/L",11.4
"28/11/2025","03:06:28 a. m.","PATRON",0.9095,"","mg/L",1.1
"28/11/2025","03:06:40 a. m.","EXP000152-019",0.0034,"","mg/L",13.5
"28/11/2025","03:06:48 a. m.","EXP000152-020",0.0042,"","mg/L",55.6
"28/11/2025","03:06:58 a. m.","EXP000152-021",0.2498,"","mg/L",2.7
"28/11/2025","03:07:18 a. m.","EXP000152-023",0.0292,"","mg/L",">100"
"28/11/2025","03:08:02 a. m.","EXP000152-022",0.2519,"","mg/L",0.4
"28/11/2025","03:10:56 a. m.","EXP000152-024",0.4358,"","mg/L",0.6
"28/11/2025","03:10:56 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

