Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.057
Celda # 11-A,Au 242.80,0.088
Celda # 6-F2,Au 242.80,0.075
Celda #(F1+F2),Au 242.80,0.039
NE Tubo 6,Au 242.80,0.042
NE Tubo 7,Au 242.80,0.104
Puntual Noroeste,Au 242.80,0.041
Tubo 3,Au 242.80,0.056
Especial 1,Au 242.80,0.12
Especial 2,Au 242.80,0.179
Especial 5,Au 242.80,0.145
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.054
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.001
Celda #5-9,Au 242.80,0.012
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.021
NE Tubo 4,Au 242.80,0.01
NE Tubo 5,Au 242.80,0.005
BARREN PATIOS,Au 242.80,0.006
Especial 3,Au 242.80,0.038
Especial 4,Au 242.80,0.024
Especial 6,Au 242.80,0.001
