"Analyst",""
"Date Started","10/3/2025 2:20 AM  GMT: 10/3/2025 9:20 AM"
"Worksheet","EXP000141"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"10/3/2025","5:27:26 AM","PATRON",0.8968,"","mg/L",0.4
"10/3/2025","5:27:40 AM","BLANCO",0.0150,"","mg/L",21.6
"10/3/2025","5:27:50 AM","REAGENT BLANK",0.0000,"","mg/L",18.1
"10/3/2025","5:28:10 AM","EXP000141-001",0.7153,"","mg/L",0.8
"10/3/2025","5:28:24 AM","EXP000141-002",0.0039,"","mg/L",14.7
"10/3/2025","5:28:38 AM","EXP000141-003",0.0341,"","mg/L",3.5
"10/3/2025","5:28:50 AM","EXP000141-004",0.0145,"","mg/L",6.1
"10/3/2025","5:29:02 AM","EXP000141-005",0.1180,"","mg/L",1.3
"10/3/2025","5:29:16 AM","EXP000141-006",0.0989,"","mg/L",1.1
"10/3/2025","5:29:28 AM","PATRON",0.8921,"","mg/L",2.1
"10/3/2025","5:38:34 AM","EXP000141-009",0.0066,"","mg/L",18.0
"10/3/2025","5:38:46 AM","EXP000141-010",0.0538,"","mg/L",0.6
"10/3/2025","5:39:00 AM","EXP000141-011",0.0191,"","mg/L",9.8
"10/3/2025","5:39:16 AM","EXP000141-012",0.0153,"","mg/L",8.1
"10/3/2025","5:39:38 AM","PATRON",0.9026,"","mg/L",0.4
"10/3/2025","5:39:50 AM","EXP000141-013",0.0175,"","mg/L",6.2
"10/3/2025","5:40:02 AM","EXP000141-014",0.0166,"","mg/L",6.2
"10/3/2025","5:40:28 AM","PATRON",0.8956,"","mg/L",0.9
"10/3/2025","5:41:24 AM","EXP000141-015",1.0186,"","mg/L",3.7
"10/3/2025","5:41:36 AM","BLANCO",0.0050,"","mg/L",53.3
"10/3/2025","5:41:44 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"10/3/2025","1:26:16 PM","PATRON",0.8923,"","mg/L",0.6
"10/3/2025","1:26:32 PM","EXP000134-019",0.7510,"","mg/L",0.3
"10/3/2025","1:26:44 PM","EXP000134-020",1.0205,"","mg/L",0.4
"10/3/2025","1:28:42 PM","EXP000141-007",0.7463,"","mg/L",0.3
"10/3/2025","1:28:54 PM","EXP000141-008",1.0118,"","mg/L",0.3
"10/3/2025","1:28:54 PM","EXP000134-021","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"10/3/2025","7:51:30 AM","PATRON","","","mg/L",""
"10/3/2025","1:29:36 PM","EXP000141-008","","","mg/L",""
