"Analista",""
"Fecha de inicio","09/01/2026 05:17 a. m.  GMT: 09/01/2026 12:17 p. m."
"Hoja de trabajo","EXP000194_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"09/01/2026","05:21:06 a. m.","PATRON",0.9078,"","mg/L",0.7
"09/01/2026","05:21:18 a. m.","BLANCO",0.0070,"","mg/L",52.4
"09/01/2026","05:21:28 a. m.","REAGENT BLANK",0.0000,"","mg/L",19.2
"09/01/2026","05:21:38 a. m.","EXP000194-001",1.0209,"","mg/L",0.6
"09/01/2026","05:21:48 a. m.","EXP000194-002",0.1543,"","mg/L",0.6
"09/01/2026","05:21:58 a. m.","EXP000194-003",0.0002,"","mg/L",">100"
"09/01/2026","05:22:10 a. m.","EXP000194-004",0.1136,"","mg/L",1.8
"09/01/2026","05:22:20 a. m.","EXP000194-005",0.1779,"","mg/L",0.9
"09/01/2026","05:22:30 a. m.","EXP000194-006",0.2408,"","mg/L",0.5
"09/01/2026","05:22:44 a. m.","PATRON",0.8935,"","mg/L",0.8
"09/01/2026","05:22:58 a. m.","EXP000194-007",0.3412,"","mg/L",0.8
"09/01/2026","05:23:08 a. m.","EXP000194-008",0.1741,"","mg/L",1.7
"09/01/2026","05:23:18 a. m.","EXP000194-009",0.1902,"","mg/L",0.4
"09/01/2026","05:23:28 a. m.","EXP000194-010",0.4372,"","mg/L",0.8
"09/01/2026","05:23:38 a. m.","EXP000194-011",0.4755,"","mg/L",0.4
"09/01/2026","05:23:48 a. m.","EXP000194-012",0.3227,"","mg/L",0.9
"09/01/2026","05:24:00 a. m.","PATRON",0.8755,"","mg/L",0.4
"09/01/2026","05:24:12 a. m.","EXP000194-013",0.2251,"","mg/L",0.9
"09/01/2026","05:24:22 a. m.","EXP000194-014",0.0324,"","mg/L",4.7
"09/01/2026","05:24:32 a. m.","EXP000194-015",0.1130,"","mg/L",1.4
"09/01/2026","05:24:42 a. m.","EXP000194-016",0.1034,"","mg/L",1.5
"09/01/2026","05:25:02 a. m.","EXP000194-018",0.4189,"","mg/L",0.3
"09/01/2026","05:25:28 a. m.","EXP000194-017",0.1032,"","mg/L",0.4
"09/01/2026","05:25:42 a. m.","PATRON",0.8786,"","mg/L",0.7
"09/01/2026","05:25:56 a. m.","EXP000194-019",0.0709,"","mg/L",2.4
"09/01/2026","05:26:06 a. m.","EXP000194-020",0.1484,"","mg/L",1.0
"09/01/2026","05:26:16 a. m.","EXP000194-021",0.0007,"","mg/L",">100"
"09/01/2026","05:26:26 a. m.","EXP000194-022",0.3581,"","mg/L",0.9
"09/01/2026","05:26:36 a. m.","EXP000194-023",0.0016,"","mg/L",81.9
"09/01/2026","05:26:48 a. m.","EXP000194-024",1.0781,"","mg/L",0.5
"09/01/2026","05:26:48 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

